year,week,province,Civilian,Non-Civilian
2012,11,Homs,114.0,5.0
2012,11,Idlib,169.0,19.0
2012,11,Lattakia,5.0,1.0
2012,11,Quneitra,3.0,0.0
2012,11,Raqqa,25.0,0.0
2012,11,Sweida,0.0,0.0
2012,11,Tartous,1.0,0.0
2012,12,Aleppo,24.0,3.0
2012,12,Damascus,4.0,0.0
2012,12,Damascus Suburbs,13.0,8.0
2012,12,Daraa,36.0,12.0
2012,12,Deir Ezzor,9.0,4.0
2012,12,Hama,37.0,15.0
2012,12,Hasakeh,3.0,0.0
2012,12,Homs,210.0,17.0
2012,12,Idlib,121.0,12.0
2012,12,Lattakia,7.0,0.0
2012,12,Quneitra,0.0,1.0
2012,12,Raqqa,2.0,0.0
2012,12,Sweida,0.0,0.0
2012,12,Tartous,0.0,0.0
2012,13,Aleppo,17.0,2.0
2012,13,Damascus,6.0,1.0
2012,13,Damascus Suburbs,22.0,7.0
2012,13,Daraa,35.0,30.0
2012,13,Deir Ezzor,24.0,5.0
2012,13,Hama,41.0,1.0
2012,13,Hasakeh,1.0,2.0
2012,13,Homs,143.0,15.0
2012,13,Idlib,107.0,13.0
2012,13,Lattakia,1.0,1.0
2012,13,Quneitra,0.0,0.0
2012,13,Raqqa,0.0,0.0
2012,13,Sweida,0.0,0.0
2012,13,Tartous,0.0,0.0
2012,14,Aleppo,36.0,7.0
2012,14,Damascus,3.0,0.0
2012,14,Damascus Suburbs,29.0,10.0
2012,14,Daraa,13.0,2.0
2012,14,Deir Ezzor,7.0,3.0
2012,14,Hama,122.0,14.0
2012,14,Hasakeh,0.0,1.0
2012,14,Homs,223.0,16.0
2012,14,Idlib,173.0,16.0
2012,14,Lattakia,0.0,1.0
2012,14,Quneitra,0.0,0.0
2012,14,Raqqa,0.0,0.0
2012,14,Sweida,0.0,0.0
2012,14,Tartous,0.0,0.0
2012,15,Aleppo,46.0,0.0
2012,15,Damascus,3.0,2.0
2012,15,Damascus Suburbs,32.0,5.0
2012,15,Daraa,11.0,18.0
2012,15,Deir Ezzor,5.0,0.0
2012,15,Hama,55.0,8.0
2012,15,Hasakeh,2.0,1.0
2012,15,Homs,323.0,13.0
2012,15,Idlib,57.0,11.0
2012,15,Lattakia,0.0,2.0
2012,15,Quneitra,0.0,0.0
2012,15,Raqqa,0.0,0.0
2012,15,Sweida,0.0,0.0
2012,15,Tartous,0.0,2.0
2012,16,Aleppo,28.0,17.0
2012,16,Damascus,14.0,7.0
2012,16,Damascus Suburbs,35.0,6.0
2012,16,Daraa,29.0,4.0
2012,16,Deir Ezzor,12.0,7.0
2012,16,Hama,27.0,0.0
2012,16,Hasakeh,2.0,1.0
2012,16,Homs,215.0,19.0
2012,16,Idlib,48.0,72.0
2012,16,Lattakia,2.0,0.0
2012,16,Quneitra,0.0,0.0
2012,16,Raqqa,0.0,0.0
2012,16,Sweida,0.0,0.0
2012,16,Tartous,0.0,0.0
2012,17,Aleppo,17.0,0.0
2012,17,Damascus,10.0,0.0
2012,17,Damascus Suburbs,28.0,12.0
2012,17,Daraa,10.0,5.0
2012,17,Deir Ezzor,19.0,4.0
2012,17,Hama,124.0,7.0
2012,17,Hasakeh,0.0,2.0
2012,17,Homs,77.0,17.0
2012,17,Idlib,47.0,13.0
2012,17,Lattakia,0.0,0.0
2012,17,Quneitra,0.0,0.0
2012,17,Raqqa,1.0,0.0
2012,17,Sweida,0.0,0.0
2012,17,Tartous,0.0,0.0
2012,18,Aleppo,13.0,4.0
2012,18,Damascus,26.0,5.0
2012,18,Damascus Suburbs,8.0,16.0
2012,18,Daraa,17.0,4.0
2012,18,Deir Ezzor,11.0,5.0
2012,18,Hama,21.0,4.0
2012,18,Hasakeh,0.0,2.0
2012,18,Homs,107.0,11.0
2012,18,Idlib,36.0,15.0
2012,18,Lattakia,0.0,0.0
2012,18,Quneitra,0.0,0.0
2012,18,Raqqa,1.0,0.0
2012,18,Sweida,2.0,0.0
2012,18,Tartous,0.0,0.0
2012,19,Aleppo,16.0,2.0
2012,19,Damascus,36.0,1.0
2012,19,Damascus Suburbs,54.0,14.0
2012,19,Daraa,19.0,0.0
2012,19,Deir Ezzor,10.0,19.0
2012,19,Hama,53.0,14.0
2012,19,Hasakeh,5.0,2.0
2012,19,Homs,101.0,11.0
2012,19,Idlib,41.0,12.0
2012,19,Lattakia,0.0,1.0
2012,19,Quneitra,0.0,0.0
2012,19,Raqqa,0.0,1.0
2012,19,Sweida,0.0,0.0
2012,19,Tartous,0.0,0.0
2012,20,Aleppo,12.0,3.0
2012,20,Damascus,13.0,0.0
2012,20,Damascus Suburbs,42.0,5.0
2012,20,Daraa,13.0,5.0
2012,20,Deir Ezzor,14.0,5.0
2012,20,Hama,51.0,3.0
2012,20,Hasakeh,0.0,1.0
2012,20,Homs,88.0,11.0
2012,20,Idlib,48.0,23.0
2012,20,Lattakia,0.0,2.0
2012,20,Quneitra,0.0,0.0
2012,20,Raqqa,0.0,1.0
2012,20,Sweida,0.0,1.0
2012,20,Tartous,4.0,0.0
2012,21,Aleppo,30.0,2.0
2012,21,Damascus,18.0,6.0
2012,21,Damascus Suburbs,34.0,11.0
2012,21,Daraa,27.0,10.0
2012,21,Deir Ezzor,9.0,4.0
2012,21,Hama,88.0,15.0
2012,21,Hasakeh,5.0,3.0
2012,21,Homs,170.0,20.0
2012,21,Idlib,27.0,6.0
2012,21,Lattakia,1.0,1.0
2012,21,Quneitra,0.0,0.0
2012,21,Raqqa,0.0,3.0
2012,21,Sweida,0.0,0.0
2012,21,Tartous,2.0,1.0
2012,22,Aleppo,30.0,8.0
2012,22,Damascus,8.0,8.0
2012,22,Damascus Suburbs,76.0,16.0
2012,22,Daraa,25.0,17.0
2012,22,Deir Ezzor,32.0,6.0
2012,22,Hama,31.0,4.0
2012,22,Hasakeh,2.0,1.0
2012,22,Homs,106.0,35.0
2012,22,Idlib,21.0,12.0
2012,22,Lattakia,2.0,0.0
2012,22,Quneitra,0.0,0.0
2012,22,Raqqa,1.0,0.0
2012,22,Sweida,0.0,0.0
2012,22,Tartous,0.0,0.0
2012,23,Aleppo,24.0,5.0
2012,23,Damascus,18.0,6.0
2012,23,Damascus Suburbs,44.0,11.0
2012,23,Daraa,34.0,9.0
2012,23,Deir Ezzor,9.0,0.0
2012,23,Hama,113.0,8.0
2012,23,Hasakeh,6.0,3.0
2012,23,Homs,107.0,19.0
2012,23,Idlib,45.0,17.0
2012,23,Lattakia,70.0,11.0
2012,23,Quneitra,0.0,1.0
2012,23,Raqqa,2.0,3.0
2012,23,Sweida,0.0,0.0
2012,23,Tartous,0.0,0.0
2012,24,Aleppo,33.0,4.0
2012,24,Damascus,13.0,3.0
2012,24,Damascus Suburbs,89.0,7.0
2012,24,Daraa,31.0,15.0
2012,24,Deir Ezzor,68.0,6.0
2012,24,Hama,35.0,3.0
2012,24,Hasakeh,2.0,4.0
2012,24,Homs,122.0,28.0
2012,24,Idlib,71.0,14.0
2012,24,Lattakia,16.0,1.0
2012,24,Quneitra,0.0,0.0
2012,24,Raqqa,1.0,3.0
2012,24,Sweida,0.0,0.0
2012,24,Tartous,0.0,1.0
2012,25,Aleppo,50.0,13.0
2012,25,Damascus,12.0,4.0
2012,25,Damascus Suburbs,158.0,59.0
2012,25,Daraa,93.0,30.0
2012,25,Deir Ezzor,118.0,17.0
2012,25,Hama,61.0,6.0
2012,25,Hasakeh,0.0,4.0
2012,25,Homs,89.0,54.0
2012,25,Idlib,34.0,10.0
2012,25,Lattakia,13.0,5.0
2012,25,Quneitra,0.0,0.0
2012,25,Raqqa,0.0,0.0
2012,25,Sweida,0.0,0.0
2012,25,Tartous,0.0,0.0
2012,26,Aleppo,52.0,9.0
2012,26,Damascus,14.0,4.0
2012,26,Damascus Suburbs,258.0,33.0
2012,26,Daraa,89.0,29.0
2012,26,Deir Ezzor,105.0,25.0
2012,26,Hama,25.0,10.0
2012,26,Hasakeh,1.0,3.0
2012,26,Homs,79.0,19.0
2012,26,Idlib,103.0,13.0
2012,26,Lattakia,6.0,0.0
2012,26,Quneitra,1.0,0.0
2012,26,Raqqa,0.0,0.0
2012,26,Sweida,0.0,0.0
2012,26,Tartous,0.0,0.0
2012,27,Aleppo,58.0,12.0
2012,27,Damascus,19.0,4.0
2012,27,Damascus Suburbs,117.0,29.0
2012,27,Daraa,52.0,14.0
2012,27,Deir Ezzor,69.0,15.0
2012,27,Hama,40.0,5.0
2012,27,Hasakeh,1.0,0.0
2012,27,Homs,79.0,20.0
2012,27,Idlib,90.0,15.0
2012,27,Lattakia,4.0,1.0
2012,27,Quneitra,1.0,0.0
2012,27,Raqqa,1.0,2.0
2012,27,Sweida,2.0,0.0
2012,27,Tartous,0.0,0.0
2012,28,Aleppo,30.0,37.0
2012,28,Damascus,31.0,7.0
2012,28,Damascus Suburbs,81.0,23.0
2012,28,Daraa,50.0,11.0
2012,28,Deir Ezzor,99.0,33.0
2012,28,Hama,111.0,5.0
2012,28,Hasakeh,4.0,2.0
2012,28,Homs,106.0,58.0
2012,28,Idlib,89.0,30.0
2012,28,Lattakia,3.0,5.0
2012,28,Quneitra,0.0,0.0
2012,28,Raqqa,0.0,1.0
2012,28,Sweida,2.0,0.0
2012,28,Tartous,0.0,0.0
2012,29,Aleppo,132.0,42.0
2012,29,Damascus,235.0,29.0
2012,29,Damascus Suburbs,348.0,53.0
2012,29,Daraa,84.0,17.0
2012,29,Deir Ezzor,131.0,16.0
2012,29,Hama,123.0,34.0
2012,29,Hasakeh,4.0,0.0
2012,29,Homs,138.0,60.0
2012,29,Idlib,136.0,30.0
2012,29,Lattakia,17.0,2.0
2012,29,Quneitra,7.0,4.0
2012,29,Raqqa,3.0,2.0
2012,29,Sweida,2.0,2.0
2012,29,Tartous,1.0,0.0
2012,30,Aleppo,241.0,36.0
2012,30,Damascus,144.0,23.0
2012,30,Damascus Suburbs,215.0,32.0
2012,30,Daraa,163.0,58.0
2012,30,Deir Ezzor,95.0,29.0
2012,30,Hama,75.0,15.0
2012,30,Hasakeh,20.0,7.0
2012,30,Homs,115.0,39.0
2012,30,Idlib,130.0,24.0
2012,30,Lattakia,20.0,7.0
2012,30,Quneitra,1.0,1.0
2012,30,Raqqa,3.0,1.0
2012,30,Sweida,0.0,0.0
2012,30,Tartous,0.0,0.0
2012,31,Aleppo,99.0,32.0
2012,31,Damascus,110.0,18.0
2012,31,Damascus Suburbs,192.0,38.0
2012,31,Daraa,92.0,16.0
2012,31,Deir Ezzor,64.0,30.0
2012,31,Hama,51.0,10.0
2012,31,Hasakeh,0.0,1.0
2012,31,Homs,59.0,32.0
2012,31,Idlib,89.0,17.0
2012,31,Lattakia,7.0,0.0
2012,31,Quneitra,1.0,0.0
2012,31,Raqqa,3.0,1.0
2012,31,Sweida,0.0,1.0
2012,31,Tartous,0.0,0.0
2012,32,Aleppo,283.0,37.0
2012,32,Damascus,55.0,6.0
2012,32,Damascus Suburbs,243.0,40.0
2012,32,Daraa,102.0,29.0
2012,32,Deir Ezzor,74.0,22.0
2012,32,Hama,37.0,10.0
2012,32,Hasakeh,2.0,0.0
2012,32,Homs,162.0,26.0
2012,32,Idlib,186.0,60.0
2012,32,Lattakia,12.0,4.0
2012,32,Quneitra,1.0,1.0
2012,32,Raqqa,5.0,1.0
2012,32,Sweida,0.0,0.0
2012,32,Tartous,2.0,0.0
2012,33,Aleppo,280.0,32.0
2012,33,Damascus,88.0,16.0
2012,33,Damascus Suburbs,333.0,23.0
2012,33,Daraa,116.0,36.0
2012,33,Deir Ezzor,98.0,28.0
2012,33,Hama,27.0,8.0
2012,33,Hasakeh,3.0,2.0
2012,33,Homs,119.0,33.0
2012,33,Idlib,91.0,52.0
2012,33,Lattakia,7.0,0.0
2012,33,Quneitra,2.0,0.0
2012,33,Raqqa,1.0,1.0
2012,33,Sweida,0.0,1.0
2012,33,Tartous,0.0,0.0
2012,34,Aleppo,240.0,38.0
2012,34,Damascus,180.0,5.0
2012,34,Damascus Suburbs,659.0,26.0
2012,34,Daraa,218.0,36.0
2012,34,Deir Ezzor,111.0,12.0
2012,34,Hama,51.0,13.0
2012,34,Hasakeh,1.0,3.0
2012,34,Homs,64.0,11.0
2012,34,Idlib,156.0,41.0
2012,34,Lattakia,8.0,5.0
2012,34,Quneitra,0.0,3.0
2012,34,Raqqa,2.0,0.0
2012,34,Sweida,0.0,0.0
2012,34,Tartous,3.0,0.0
2012,35,Aleppo,105.0,25.0
2012,35,Damascus,157.0,10.0
2012,35,Damascus Suburbs,405.0,70.0
2012,35,Daraa,124.0,22.0
2012,35,Deir Ezzor,85.0,9.0
2012,35,Hama,85.0,11.0
2012,35,Hasakeh,2.0,1.0
2012,35,Homs,63.0,42.0
2012,35,Idlib,145.0,31.0
2012,35,Lattakia,12.0,13.0
2012,35,Quneitra,1.0,0.0
2012,35,Raqqa,8.0,2.0
2012,35,Sweida,0.0,1.0
2012,35,Tartous,0.0,0.0
2012,36,Aleppo,282.0,33.0
2012,36,Damascus,97.0,7.0
2012,36,Damascus Suburbs,211.0,34.0
2012,36,Daraa,74.0,21.0
2012,36,Deir Ezzor,78.0,35.0
2012,36,Hama,33.0,15.0
2012,36,Hasakeh,0.0,1.0
2012,36,Homs,56.0,18.0
2012,36,Idlib,69.0,31.0
2012,36,Lattakia,35.0,16.0
2012,36,Quneitra,0.0,1.0
2012,36,Raqqa,1.0,1.0
2012,36,Sweida,4.0,0.0
2012,36,Tartous,1.0,2.0
2012,37,Aleppo,412.0,34.0
2012,37,Damascus,214.0,16.0
2012,37,Damascus Suburbs,234.0,35.0
2012,37,Daraa,98.0,17.0
2012,37,Deir Ezzor,113.0,12.0
2012,37,Hama,61.0,8.0
2012,37,Hasakeh,2.0,2.0
2012,37,Homs,38.0,12.0
2012,37,Idlib,90.0,28.0
2012,37,Lattakia,30.0,3.0
2012,37,Quneitra,0.0,0.0
2012,37,Raqqa,0.0,0.0
2012,37,Sweida,0.0,0.0
2012,37,Tartous,3.0,0.0
2012,38,Aleppo,263.0,70.0
2012,38,Damascus,271.0,21.0
2012,38,Damascus Suburbs,224.0,21.0
2012,38,Daraa,75.0,20.0
2012,38,Deir Ezzor,52.0,10.0
2012,38,Hama,82.0,9.0
2012,38,Hasakeh,4.0,0.0
2012,38,Homs,103.0,39.0
2012,38,Idlib,84.0,8.0
2012,38,Lattakia,5.0,2.0
2012,38,Quneitra,0.0,1.0
2012,38,Raqqa,56.0,5.0
2012,38,Sweida,0.0,1.0
2012,38,Tartous,0.0,1.0
2012,39,Aleppo,255.0,44.0
2012,39,Damascus,162.0,7.0
2012,39,Damascus Suburbs,369.0,17.0
2012,39,Daraa,71.0,20.0
2012,39,Deir Ezzor,272.0,47.0
2012,39,Hama,77.0,13.0
2012,39,Hasakeh,3.0,0.0
2012,39,Homs,64.0,33.0
2012,39,Idlib,80.0,9.0
2012,39,Lattakia,8.0,3.0
2012,39,Quneitra,0.0,6.0
2012,39,Raqqa,1.0,2.0
2012,39,Sweida,1.0,0.0
2012,39,Tartous,0.0,0.0
2012,40,Aleppo,233.0,47.0
2012,40,Damascus,38.0,4.0
2012,40,Damascus Suburbs,323.0,60.0
2012,40,Daraa,103.0,27.0
2012,40,Deir Ezzor,70.0,30.0
2012,40,Hama,45.0,15.0
2012,40,Hasakeh,0.0,0.0
2012,40,Homs,77.0,33.0
2012,40,Idlib,71.0,30.0
2012,40,Lattakia,10.0,17.0
2012,40,Quneitra,2.0,0.0
2012,40,Raqqa,0.0,7.0
2012,40,Sweida,2.0,1.0
2012,40,Tartous,1.0,0.0
2012,41,Aleppo,230.0,44.0
2012,41,Damascus,60.0,12.0
2012,41,Damascus Suburbs,266.0,37.0
2012,41,Daraa,93.0,33.0
2012,41,Deir Ezzor,59.0,28.0
2012,41,Hama,31.0,30.0
2012,41,Hasakeh,0.0,2.0
2012,41,Homs,86.0,28.0
2012,41,Idlib,198.0,97.0
2012,41,Lattakia,6.0,18.0
2012,41,Quneitra,0.0,0.0
2012,41,Raqqa,6.0,0.0
2012,41,Sweida,0.0,0.0
2012,41,Tartous,8.0,0.0
2012,42,Aleppo,200.0,46.0
2012,42,Damascus,36.0,6.0
2012,42,Damascus Suburbs,303.0,60.0
2012,42,Daraa,46.0,17.0
2012,42,Deir Ezzor,133.0,20.0
2012,42,Hama,22.0,20.0
2012,42,Hasakeh,3.0,1.0
2012,42,Homs,81.0,28.0
2012,42,Idlib,186.0,71.0
2012,42,Lattakia,8.0,12.0
2012,42,Quneitra,8.0,8.0
2012,42,Raqqa,7.0,12.0
2012,42,Sweida,0.0,0.0
2012,42,Tartous,0.0,0.0
2012,43,Aleppo,122.0,55.0
2012,43,Damascus,57.0,3.0
2012,43,Damascus Suburbs,295.0,58.0
2012,43,Daraa,57.0,8.0
2012,43,Deir Ezzor,45.0,19.0
2012,43,Hama,17.0,5.0
2012,43,Hasakeh,0.0,2.0
2012,43,Homs,52.0,11.0
2012,43,Idlib,108.0,42.0
2012,43,Lattakia,4.0,1.0
2012,43,Quneitra,4.0,0.0
2012,43,Raqqa,1.0,3.0
2012,43,Sweida,0.0,0.0
2012,43,Tartous,1.0,1.0
2012,44,Aleppo,233.0,70.0
2012,44,Damascus,74.0,7.0
2012,44,Damascus Suburbs,388.0,80.0
2012,44,Daraa,55.0,23.0
2012,44,Deir Ezzor,32.0,51.0
2012,44,Hama,38.0,15.0
2012,44,Hasakeh,0.0,0.0
2012,44,Homs,61.0,46.0
2012,44,Idlib,243.0,87.0
2012,44,Lattakia,9.0,7.0
2012,44,Quneitra,2.0,3.0
2012,44,Raqqa,6.0,0.0
2012,44,Sweida,0.0,0.0
2012,44,Tartous,0.0,0.0
2012,45,Aleppo,150.0,89.0
2012,45,Damascus,98.0,22.0
2012,45,Damascus Suburbs,342.0,54.0
2012,45,Daraa,70.0,26.0
2012,45,Deir Ezzor,67.0,40.0
2012,45,Hama,26.0,5.0
2012,45,Hasakeh,1.0,0.0
2012,45,Homs,38.0,21.0
2012,45,Idlib,214.0,48.0
2012,45,Lattakia,4.0,4.0
2012,45,Quneitra,8.0,1.0
2012,45,Raqqa,13.0,27.0
2012,45,Sweida,0.0,0.0
2012,45,Tartous,0.0,0.0
2012,46,Aleppo,135.0,55.0
2012,46,Damascus,72.0,18.0
2012,46,Damascus Suburbs,274.0,64.0
2012,46,Daraa,34.0,16.0
2012,46,Deir Ezzor,25.0,37.0
2012,46,Hama,16.0,14.0
2012,46,Hasakeh,19.0,8.0
2012,46,Homs,63.0,5.0
2012,46,Idlib,73.0,35.0
2012,46,Lattakia,1.0,1.0
2012,46,Quneitra,0.0,1.0
2012,46,Raqqa,4.0,13.0
2012,46,Sweida,0.0,0.0
2012,46,Tartous,0.0,2.0
2012,47,Aleppo,116.0,66.0
2012,47,Damascus,75.0,17.0
2012,47,Damascus Suburbs,233.0,85.0
2012,47,Daraa,40.0,22.0
2012,47,Deir Ezzor,67.0,26.0
2012,47,Hama,22.0,14.0
2012,47,Hasakeh,6.0,6.0
2012,47,Homs,32.0,12.0
2012,47,Idlib,34.0,31.0
2012,47,Lattakia,8.0,26.0
2012,47,Quneitra,3.0,7.0
2012,47,Raqqa,5.0,5.0
2012,47,Sweida,0.0,0.0
2012,47,Tartous,0.0,1.0
2012,48,Aleppo,163.0,67.0
2012,48,Damascus,73.0,9.0
2012,48,Damascus Suburbs,367.0,48.0
2012,48,Daraa,58.0,21.0
2012,48,Deir Ezzor,41.0,13.0
2012,48,Hama,25.0,14.0
2012,48,Hasakeh,0.0,1.0
2012,48,Homs,63.0,35.0
2012,48,Idlib,88.0,36.0
2012,48,Lattakia,0.0,0.0
2012,48,Quneitra,1.0,1.0
2012,48,Raqqa,13.0,0.0
2012,48,Sweida,0.0,0.0
2012,48,Tartous,0.0,0.0
2012,49,Aleppo,134.0,27.0
2012,49,Damascus,62.0,6.0
2012,49,Damascus Suburbs,267.0,115.0
2012,49,Daraa,36.0,48.0
2012,49,Deir Ezzor,22.0,23.0
2012,49,Hama,20.0,11.0
2012,49,Hasakeh,12.0,0.0
2012,49,Homs,32.0,16.0
2012,49,Idlib,87.0,43.0
2012,49,Lattakia,4.0,2.0
2012,49,Quneitra,0.0,0.0
2012,49,Raqqa,7.0,1.0
2012,49,Sweida,0.0,0.0
2012,49,Tartous,0.0,0.0
2012,50,Aleppo,305.0,70.0
2012,50,Damascus,139.0,16.0
2012,50,Damascus Suburbs,260.0,81.0
2012,50,Daraa,49.0,35.0
2012,50,Deir Ezzor,37.0,70.0
2012,50,Hama,80.0,25.0
2012,50,Hasakeh,5.0,11.0
2012,50,Homs,56.0,16.0
2012,50,Idlib,59.0,74.0
2012,50,Lattakia,0.0,6.0
2012,50,Quneitra,6.0,0.0
2012,50,Raqqa,5.0,3.0
2012,50,Sweida,0.0,0.0
2012,50,Tartous,4.0,0.0
2012,51,Aleppo,173.0,44.0
2012,51,Damascus,128.0,23.0
2012,51,Damascus Suburbs,228.0,59.0
2012,51,Daraa,145.0,62.0
2012,51,Deir Ezzor,34.0,40.0
2012,51,Hama,129.0,82.0
2012,51,Hasakeh,1.0,0.0
2012,51,Homs,53.0,16.0
2012,51,Idlib,29.0,33.0
2012,51,Lattakia,2.0,0.0
2012,51,Quneitra,4.0,1.0
2012,51,Raqqa,6.0,13.0
2012,51,Sweida,1.0,0.0
2012,51,Tartous,0.0,0.0
2012,52,Aleppo,179.0,59.0
2012,52,Damascus,117.0,2.0
2012,52,Damascus Suburbs,262.0,48.0
2012,52,Daraa,45.0,36.0
2012,52,Deir Ezzor,48.0,28.0
2012,52,Hama,90.0,41.0
2012,52,Hasakeh,0.0,3.0
2012,52,Homs,118.0,27.0
2012,52,Idlib,44.0,97.0
2012,52,Lattakia,1.0,0.0
2012,52,Quneitra,4.0,13.0
2012,52,Raqqa,32.0,14.0
2012,52,Sweida,2.0,1.0
2012,52,Tartous,0.0,1.0
2013,1,Aleppo,123.0,41.0
2013,1,Damascus,76.0,19.0
2013,1,Damascus Suburbs,284.0,66.0
2013,1,Daraa,56.0,47.0
2013,1,Deir Ezzor,29.0,28.0
2013,1,Hama,60.0,9.0
2013,1,Hasakeh,1.0,1.0
2013,1,Homs,94.0,37.0
2013,1,Idlib,49.0,34.0
2013,1,Lattakia,1.0,2.0
2013,1,Quneitra,1.0,2.0
2013,1,Raqqa,8.0,1.0
2013,1,Sweida,3.0,0.0
2013,1,Tartous,0.0,0.0
2013,2,Aleppo,166.0,37.0
2013,2,Damascus,73.0,9.0
2013,2,Damascus Suburbs,156.0,39.0
2013,2,Daraa,24.0,22.0
2013,2,Deir Ezzor,35.0,20.0
2013,2,Hama,20.0,20.0
2013,2,Hasakeh,2.0,1.0
2013,2,Homs,40.0,7.0
2013,2,Idlib,97.0,20.0
2013,2,Lattakia,2.0,0.0
2013,2,Quneitra,0.0,2.0
2013,2,Raqqa,21.0,9.0
2013,2,Sweida,8.0,1.0
2013,2,Tartous,0.0,0.0
2013,3,Aleppo,279.0,61.0
2013,3,Damascus,68.0,10.0
2013,3,Damascus Suburbs,403.0,39.0
2013,3,Daraa,54.0,67.0
2013,3,Deir Ezzor,13.0,35.0
2013,3,Hama,81.0,24.0
2013,3,Hasakeh,5.0,16.0
2013,3,Homs,240.0,34.0
2013,3,Idlib,96.0,39.0
2013,3,Lattakia,7.0,3.0
2013,3,Quneitra,10.0,0.0
2013,3,Raqqa,18.0,12.0
2013,3,Sweida,0.0,0.0
2013,3,Tartous,2.0,1.0
2013,4,Aleppo,153.0,44.0
2013,4,Damascus,37.0,7.0
2013,4,Damascus Suburbs,199.0,24.0
2013,4,Daraa,64.0,64.0
2013,4,Deir Ezzor,31.0,12.0
2013,4,Hama,51.0,9.0
2013,4,Hasakeh,9.0,2.0
2013,4,Homs,70.0,64.0
2013,4,Idlib,56.0,51.0
2013,4,Lattakia,7.0,4.0
2013,4,Quneitra,1.0,0.0
2013,4,Raqqa,5.0,4.0
2013,4,Sweida,0.0,0.0
2013,4,Tartous,0.0,0.0
2013,5,Aleppo,239.0,30.0
2013,5,Damascus,62.0,17.0
2013,5,Damascus Suburbs,150.0,102.0
2013,5,Daraa,44.0,23.0
2013,5,Deir Ezzor,13.0,27.0
2013,5,Hama,41.0,20.0
2013,5,Hasakeh,7.0,5.0
2013,5,Homs,57.0,47.0
2013,5,Idlib,69.0,34.0
2013,5,Lattakia,0.0,1.0
2013,5,Quneitra,3.0,1.0
2013,5,Raqqa,0.0,11.0
2013,5,Sweida,0.0,0.0
2013,5,Tartous,1.0,1.0
2013,6,Aleppo,231.0,102.0
2013,6,Damascus,99.0,31.0
2013,6,Damascus Suburbs,165.0,76.0
2013,6,Daraa,64.0,29.0
2013,6,Deir Ezzor,29.0,30.0
2013,6,Hama,117.0,9.0
2013,6,Hasakeh,0.0,0.0
2013,6,Homs,88.0,44.0
2013,6,Idlib,34.0,28.0
2013,6,Lattakia,1.0,2.0
2013,6,Quneitra,1.0,0.0
2013,6,Raqqa,3.0,4.0
2013,6,Sweida,0.0,2.0
2013,6,Tartous,0.0,0.0
2013,7,Aleppo,143.0,124.0
2013,7,Damascus,70.0,24.0
2013,7,Damascus Suburbs,130.0,39.0
2013,7,Daraa,40.0,61.0
2013,7,Deir Ezzor,16.0,82.0
2013,7,Hama,33.0,23.0
2013,7,Hasakeh,9.0,4.0
2013,7,Homs,83.0,51.0
2013,7,Idlib,67.0,30.0
2013,7,Lattakia,1.0,0.0
2013,7,Quneitra,2.0,0.0
2013,7,Raqqa,19.0,3.0
2013,7,Sweida,0.0,0.0
2013,7,Tartous,0.0,0.0
2013,8,Aleppo,286.0,62.0
2013,8,Damascus,125.0,10.0
2013,8,Damascus Suburbs,281.0,53.0
2013,8,Daraa,83.0,20.0
2013,8,Deir Ezzor,12.0,20.0
2013,8,Hama,18.0,22.0
2013,8,Hasakeh,8.0,5.0
2013,8,Homs,57.0,25.0
2013,8,Idlib,47.0,33.0
2013,8,Lattakia,0.0,0.0
2013,8,Quneitra,1.0,3.0
2013,8,Raqqa,17.0,8.0
2013,8,Sweida,1.0,0.0
2013,8,Tartous,0.0,0.0
2013,9,Aleppo,208.0,78.0
2013,9,Damascus,90.0,24.0
2013,9,Damascus Suburbs,183.0,52.0
2013,9,Daraa,53.0,38.0
2013,9,Deir Ezzor,16.0,30.0
2013,9,Hama,26.0,26.0
2013,9,Hasakeh,1.0,3.0
2013,9,Homs,60.0,24.0
2013,9,Idlib,45.0,23.0
2013,9,Lattakia,0.0,1.0
2013,9,Quneitra,1.0,3.0
2013,9,Raqqa,36.0,9.0
2013,9,Sweida,1.0,0.0
2013,9,Tartous,0.0,3.0
2013,10,Aleppo,150.0,51.0
2013,10,Damascus,77.0,26.0
2013,10,Damascus Suburbs,183.0,61.0
2013,10,Daraa,30.0,67.0
2013,10,Deir Ezzor,23.0,18.0
2013,10,Hama,37.0,24.0
2013,10,Hasakeh,10.0,0.0
2013,10,Homs,58.0,90.0
2013,10,Idlib,110.0,42.0
2013,10,Lattakia,5.0,2.0
2013,10,Quneitra,2.0,2.0
2013,10,Raqqa,53.0,24.0
2013,10,Sweida,0.0,0.0
2013,10,Tartous,0.0,0.0
2013,11,Aleppo,122.0,49.0
2013,11,Damascus,75.0,13.0
2013,11,Damascus Suburbs,183.0,68.0
2013,11,Daraa,80.0,41.0
2013,11,Deir Ezzor,30.0,39.0
2013,11,Hama,44.0,15.0
2013,11,Hasakeh,37.0,0.0
2013,11,Homs,52.0,89.0
2013,11,Idlib,41.0,25.0
2013,11,Lattakia,1.0,5.0
2013,11,Quneitra,4.0,0.0
2013,11,Raqqa,42.0,2.0
2013,11,Sweida,0.0,0.0
2013,11,Tartous,0.0,1.0
2013,12,Aleppo,200.0,45.0
2013,12,Damascus,115.0,28.0
2013,12,Damascus Suburbs,257.0,120.0
