year,week,province,Civilian,Non-Civilian
2013,12,Daraa,30.0,50.0
2013,12,Deir Ezzor,22.0,22.0
2013,12,Hama,44.0,16.0
2013,12,Hasakeh,4.0,1.0
2013,12,Homs,88.0,56.0
2013,12,Idlib,33.0,25.0
2013,12,Lattakia,4.0,0.0
2013,12,Quneitra,16.0,16.0
2013,12,Raqqa,6.0,3.0
2013,12,Sweida,2.0,0.0
2013,12,Tartous,0.0,0.0
2013,13,Aleppo,116.0,41.0
2013,13,Damascus,135.0,22.0
2013,13,Damascus Suburbs,209.0,95.0
2013,13,Daraa,81.0,42.0
2013,13,Deir Ezzor,25.0,45.0
2013,13,Hama,27.0,16.0
2013,13,Hasakeh,4.0,3.0
2013,13,Homs,135.0,59.0
2013,13,Idlib,44.0,41.0
2013,13,Lattakia,1.0,2.0
2013,13,Quneitra,12.0,4.0
2013,13,Raqqa,0.0,7.0
2013,13,Sweida,1.0,0.0
2013,13,Tartous,2.0,0.0
2013,14,Aleppo,179.0,70.0
2013,14,Damascus,86.0,26.0
2013,14,Damascus Suburbs,186.0,85.0
2013,14,Daraa,39.0,33.0
2013,14,Deir Ezzor,40.0,22.0
2013,14,Hama,49.0,8.0
2013,14,Hasakeh,5.0,0.0
2013,14,Homs,62.0,67.0
2013,14,Idlib,73.0,19.0
2013,14,Lattakia,6.0,0.0
2013,14,Quneitra,4.0,2.0
2013,14,Raqqa,2.0,4.0
2013,14,Sweida,0.0,1.0
2013,14,Tartous,0.0,0.0
2013,15,Aleppo,115.0,72.0
2013,15,Damascus,74.0,11.0
2013,15,Damascus Suburbs,111.0,87.0
2013,15,Daraa,123.0,16.0
2013,15,Deir Ezzor,11.0,24.0
2013,15,Hama,22.0,29.0
2013,15,Hasakeh,23.0,1.0
2013,15,Homs,73.0,97.0
2013,15,Idlib,45.0,75.0
2013,15,Lattakia,4.0,5.0
2013,15,Quneitra,8.0,1.0
2013,15,Raqqa,8.0,1.0
2013,15,Sweida,1.0,0.0
2013,15,Tartous,0.0,0.0
2013,16,Aleppo,166.0,51.0
2013,16,Damascus,49.0,20.0
2013,16,Damascus Suburbs,240.0,83.0
2013,16,Daraa,38.0,33.0
2013,16,Deir Ezzor,43.0,18.0
2013,16,Hama,24.0,9.0
2013,16,Hasakeh,1.0,0.0
2013,16,Homs,84.0,63.0
2013,16,Idlib,78.0,29.0
2013,16,Lattakia,2.0,0.0
2013,16,Quneitra,8.0,5.0
2013,16,Raqqa,13.0,5.0
2013,16,Sweida,0.0,2.0
2013,16,Tartous,0.0,0.0
2013,17,Aleppo,89.0,98.0
2013,17,Damascus,56.0,12.0
2013,17,Damascus Suburbs,286.0,49.0
2013,17,Daraa,56.0,52.0
2013,17,Deir Ezzor,27.0,22.0
2013,17,Hama,61.0,43.0
2013,17,Hasakeh,0.0,0.0
2013,17,Homs,61.0,84.0
2013,17,Idlib,87.0,42.0
2013,17,Lattakia,7.0,1.0
2013,17,Quneitra,5.0,3.0
2013,17,Raqqa,8.0,12.0
2013,17,Sweida,2.0,0.0
2013,17,Tartous,4.0,0.0
2013,18,Aleppo,125.0,75.0
2013,18,Damascus,61.0,17.0
2013,18,Damascus Suburbs,107.0,80.0
2013,18,Daraa,34.0,46.0
2013,18,Deir Ezzor,28.0,22.0
2013,18,Hama,63.0,63.0
2013,18,Hasakeh,2.0,1.0
2013,18,Homs,103.0,57.0
2013,18,Idlib,46.0,37.0
2013,18,Lattakia,6.0,4.0
2013,18,Quneitra,9.0,2.0
2013,18,Raqqa,22.0,0.0
2013,18,Sweida,0.0,0.0
2013,18,Tartous,199.0,0.0
2013,19,Aleppo,47.0,48.0
2013,19,Damascus,22.0,7.0
2013,19,Damascus Suburbs,84.0,68.0
2013,19,Daraa,36.0,55.0
2013,19,Deir Ezzor,13.0,11.0
2013,19,Hama,60.0,32.0
2013,19,Hasakeh,11.0,1.0
2013,19,Homs,35.0,42.0
2013,19,Idlib,39.0,24.0
2013,19,Lattakia,6.0,2.0
2013,19,Quneitra,6.0,7.0
2013,19,Raqqa,8.0,2.0
2013,19,Sweida,0.0,0.0
2013,19,Tartous,13.0,0.0
2013,20,Aleppo,73.0,48.0
2013,20,Damascus,27.0,13.0
2013,20,Damascus Suburbs,82.0,92.0
2013,20,Daraa,19.0,22.0
2013,20,Deir Ezzor,30.0,14.0
2013,20,Hama,27.0,30.0
2013,20,Hasakeh,3.0,0.0
2013,20,Homs,130.0,40.0
2013,20,Idlib,52.0,22.0
2013,20,Lattakia,8.0,0.0
2013,20,Quneitra,8.0,7.0
2013,20,Raqqa,17.0,4.0
2013,20,Sweida,0.0,1.0
2013,20,Tartous,4.0,0.0
2013,21,Aleppo,68.0,65.0
2013,21,Damascus,22.0,16.0
2013,21,Damascus Suburbs,110.0,128.0
2013,21,Daraa,34.0,29.0
2013,21,Deir Ezzor,38.0,10.0
2013,21,Hama,44.0,9.0
2013,21,Hasakeh,1.0,0.0
2013,21,Homs,73.0,114.0
2013,21,Idlib,30.0,44.0
2013,21,Lattakia,2.0,0.0
2013,21,Quneitra,3.0,3.0
2013,21,Raqqa,6.0,2.0
2013,21,Sweida,0.0,0.0
2013,21,Tartous,4.0,1.0
2013,22,Aleppo,124.0,77.0
2013,22,Damascus,38.0,18.0
2013,22,Damascus Suburbs,152.0,139.0
2013,22,Daraa,42.0,35.0
2013,22,Deir Ezzor,15.0,14.0
2013,22,Hama,24.0,24.0
2013,22,Hasakeh,1.0,1.0
2013,22,Homs,73.0,124.0
2013,22,Idlib,30.0,29.0
2013,22,Lattakia,1.0,11.0
2013,22,Quneitra,1.0,1.0
2013,22,Raqqa,19.0,3.0
2013,22,Sweida,0.0,0.0
2013,22,Tartous,0.0,0.0
2013,23,Aleppo,81.0,53.0
2013,23,Damascus,62.0,11.0
2013,23,Damascus Suburbs,141.0,69.0
2013,23,Daraa,73.0,45.0
2013,23,Deir Ezzor,14.0,30.0
2013,23,Hama,20.0,31.0
2013,23,Hasakeh,9.0,0.0
2013,23,Homs,82.0,82.0
2013,23,Idlib,28.0,14.0
2013,23,Lattakia,4.0,1.0
2013,23,Quneitra,11.0,15.0
2013,23,Raqqa,9.0,10.0
2013,23,Sweida,1.0,0.0
2013,23,Tartous,1.0,0.0
2013,24,Aleppo,119.0,53.0
2013,24,Damascus,53.0,11.0
2013,24,Damascus Suburbs,97.0,111.0
2013,24,Daraa,32.0,15.0
2013,24,Deir Ezzor,37.0,44.0
2013,24,Hama,26.0,17.0
2013,24,Hasakeh,8.0,7.0
2013,24,Homs,57.0,41.0
2013,24,Idlib,32.0,38.0
2013,24,Lattakia,0.0,0.0
2013,24,Quneitra,2.0,4.0
2013,24,Raqqa,27.0,16.0
2013,24,Sweida,1.0,0.0
2013,24,Tartous,0.0,1.0
2013,25,Aleppo,333.0,68.0
2013,25,Damascus,47.0,19.0
2013,25,Damascus Suburbs,103.0,74.0
2013,25,Daraa,31.0,17.0
2013,25,Deir Ezzor,16.0,27.0
2013,25,Hama,35.0,17.0
2013,25,Hasakeh,15.0,8.0
2013,25,Homs,37.0,25.0
2013,25,Idlib,50.0,54.0
2013,25,Lattakia,0.0,0.0
2013,25,Quneitra,5.0,5.0
2013,25,Raqqa,8.0,4.0
2013,25,Sweida,0.0,0.0
2013,25,Tartous,2.0,0.0
2013,26,Aleppo,64.0,61.0
2013,26,Damascus,26.0,14.0
2013,26,Damascus Suburbs,118.0,74.0
2013,26,Daraa,39.0,18.0
2013,26,Deir Ezzor,8.0,15.0
2013,26,Hama,32.0,12.0
2013,26,Hasakeh,24.0,0.0
2013,26,Homs,41.0,14.0
2013,26,Idlib,31.0,11.0
2013,26,Lattakia,1.0,2.0
2013,26,Quneitra,0.0,0.0
2013,26,Raqqa,4.0,10.0
2013,26,Sweida,2.0,0.0
2013,26,Tartous,0.0,0.0
2013,27,Aleppo,75.0,51.0
2013,27,Damascus,29.0,25.0
2013,27,Damascus Suburbs,120.0,70.0
2013,27,Daraa,23.0,21.0
2013,27,Deir Ezzor,19.0,14.0
2013,27,Hama,24.0,15.0
2013,27,Hasakeh,5.0,0.0
2013,27,Homs,33.0,22.0
2013,27,Idlib,18.0,28.0
2013,27,Lattakia,2.0,0.0
2013,27,Quneitra,6.0,1.0
2013,27,Raqqa,0.0,1.0
2013,27,Sweida,0.0,0.0
2013,27,Tartous,0.0,0.0
2013,28,Aleppo,73.0,71.0
2013,28,Damascus,82.0,57.0
2013,28,Damascus Suburbs,137.0,72.0
2013,28,Daraa,33.0,24.0
2013,28,Deir Ezzor,14.0,29.0
2013,28,Hama,29.0,17.0
2013,28,Hasakeh,0.0,13.0
2013,28,Homs,74.0,17.0
2013,28,Idlib,69.0,48.0
2013,28,Lattakia,0.0,1.0
2013,28,Quneitra,9.0,0.0
2013,28,Raqqa,5.0,2.0
2013,28,Sweida,0.0,0.0
2013,28,Tartous,0.0,0.0
2013,29,Aleppo,66.0,90.0
2013,29,Damascus,52.0,70.0
2013,29,Damascus Suburbs,146.0,172.0
2013,29,Daraa,108.0,68.0
2013,29,Deir Ezzor,13.0,15.0
2013,29,Hama,42.0,9.0
2013,29,Hasakeh,15.0,23.0
2013,29,Homs,59.0,14.0
2013,29,Idlib,115.0,33.0
2013,29,Lattakia,2.0,0.0
2013,29,Quneitra,3.0,6.0
2013,29,Raqqa,9.0,20.0
2013,29,Sweida,0.0,0.0
2013,29,Tartous,30.0,6.0
2013,30,Aleppo,259.0,97.0
2013,30,Damascus,75.0,49.0
2013,30,Damascus Suburbs,139.0,101.0
2013,30,Daraa,157.0,58.0
2013,30,Deir Ezzor,20.0,23.0
2013,30,Hama,46.0,35.0
2013,30,Hasakeh,14.0,0.0
2013,30,Homs,139.0,47.0
2013,30,Idlib,138.0,62.0
2013,30,Lattakia,4.0,3.0
2013,30,Quneitra,10.0,22.0
2013,30,Raqqa,16.0,13.0
2013,30,Sweida,2.0,0.0
2013,30,Tartous,0.0,0.0
2013,31,Aleppo,104.0,63.0
2013,31,Damascus,56.0,31.0
2013,31,Damascus Suburbs,176.0,131.0
2013,31,Daraa,66.0,36.0
2013,31,Deir Ezzor,22.0,29.0
2013,31,Hama,31.0,26.0
2013,31,Hasakeh,4.0,2.0
2013,31,Homs,90.0,43.0
2013,31,Idlib,172.0,33.0
2013,31,Lattakia,6.0,17.0
2013,31,Quneitra,3.0,8.0
2013,31,Raqqa,26.0,7.0
2013,31,Sweida,0.0,0.0
2013,31,Tartous,2.0,2.0
2013,32,Aleppo,162.0,82.0
2013,32,Damascus,60.0,36.0
2013,32,Damascus Suburbs,169.0,110.0
2013,32,Daraa,80.0,100.0
2013,32,Deir Ezzor,30.0,154.0
2013,32,Hama,74.0,16.0
2013,32,Hasakeh,4.0,2.0
2013,32,Homs,86.0,28.0
2013,32,Idlib,166.0,44.0
2013,32,Lattakia,10.0,60.0
2013,32,Quneitra,10.0,10.0
2013,32,Raqqa,26.0,2.0
2013,32,Sweida,0.0,0.0
2013,32,Tartous,0.0,0.0
2013,33,Aleppo,241.0,42.0
2013,33,Damascus,28.0,29.0
2013,33,Damascus Suburbs,121.0,78.0
2013,33,Daraa,77.0,61.0
2013,33,Deir Ezzor,20.0,59.0
2013,33,Hama,18.0,21.0
2013,33,Hasakeh,4.0,2.0
2013,33,Homs,41.0,21.0
2013,33,Idlib,72.0,88.0
2013,33,Lattakia,0.0,0.0
2013,33,Quneitra,3.0,9.0
2013,33,Raqqa,18.0,2.0
2013,33,Sweida,0.0,0.0
2013,33,Tartous,0.0,0.0
2013,34,Aleppo,146.0,78.0
2013,34,Damascus,150.0,45.0
2013,34,Damascus Suburbs,1670.0,208.0
2013,34,Daraa,68.0,47.0
2013,34,Deir Ezzor,33.0,42.0
2013,34,Hama,37.0,29.0
2013,34,Hasakeh,5.0,10.0
2013,34,Homs,64.0,42.0
2013,34,Idlib,228.0,85.0
2013,34,Lattakia,3.0,3.0
2013,34,Quneitra,3.0,2.0
2013,34,Raqqa,0.0,0.0
2013,34,Sweida,0.0,0.0
2013,34,Tartous,0.0,0.0
2013,35,Aleppo,163.0,49.0
2013,35,Damascus,8.0,7.0
2013,35,Damascus Suburbs,178.0,194.0
2013,35,Daraa,45.0,25.0
2013,35,Deir Ezzor,23.0,13.0
2013,35,Hama,31.0,36.0
2013,35,Hasakeh,19.0,2.0
2013,35,Homs,30.0,42.0
2013,35,Idlib,161.0,49.0
2013,35,Lattakia,2.0,0.0
2013,35,Quneitra,0.0,0.0
2013,35,Raqqa,14.0,1.0
2013,35,Sweida,0.0,0.0
2013,35,Tartous,1.0,0.0
2013,36,Aleppo,112.0,38.0
2013,36,Damascus,38.0,15.0
2013,36,Damascus Suburbs,141.0,198.0
2013,36,Daraa,50.0,36.0
2013,36,Deir Ezzor,17.0,14.0
2013,36,Hama,30.0,15.0
2013,36,Hasakeh,2.0,3.0
2013,36,Homs,45.0,39.0
2013,36,Idlib,77.0,95.0
2013,36,Lattakia,2.0,0.0
2013,36,Quneitra,17.0,4.0
2013,36,Raqqa,12.0,1.0
2013,36,Sweida,0.0,0.0
2013,36,Tartous,2.0,0.0
2013,37,Aleppo,55.0,58.0
2013,37,Damascus,34.0,7.0
2013,37,Damascus Suburbs,57.0,39.0
2013,37,Daraa,34.0,67.0
2013,37,Deir Ezzor,25.0,26.0
2013,37,Hama,24.0,30.0
2013,37,Hasakeh,6.0,13.0
2013,37,Homs,25.0,16.0
2013,37,Idlib,38.0,43.0
2013,37,Lattakia,6.0,0.0
2013,37,Quneitra,14.0,12.0
2013,37,Raqqa,12.0,19.0
2013,37,Sweida,0.0,0.0
2013,37,Tartous,0.0,0.0
2013,38,Aleppo,65.0,25.0
2013,38,Damascus,20.0,7.0
2013,38,Damascus Suburbs,71.0,61.0
2013,38,Daraa,40.0,48.0
2013,38,Deir Ezzor,16.0,22.0
2013,38,Hama,66.0,36.0
2013,38,Hasakeh,0.0,5.0
2013,38,Homs,29.0,40.0
2013,38,Idlib,74.0,35.0
2013,38,Lattakia,0.0,0.0
2013,38,Quneitra,2.0,1.0
2013,38,Raqqa,5.0,14.0
2013,38,Sweida,6.0,0.0
2013,38,Tartous,0.0,0.0
2013,39,Aleppo,70.0,43.0
2013,39,Damascus,37.0,13.0
2013,39,Damascus Suburbs,124.0,108.0
2013,39,Daraa,40.0,79.0
2013,39,Deir Ezzor,9.0,23.0
2013,39,Hama,35.0,9.0
2013,39,Hasakeh,1.0,0.0
2013,39,Homs,39.0,29.0
2013,39,Idlib,38.0,28.0
2013,39,Lattakia,6.0,0.0
2013,39,Quneitra,1.0,3.0
2013,39,Raqqa,30.0,0.0
2013,39,Sweida,0.0,0.0
2013,39,Tartous,0.0,0.0
2013,40,Aleppo,34.0,42.0
2013,40,Damascus,19.0,7.0
2013,40,Damascus Suburbs,68.0,69.0
2013,40,Daraa,53.0,72.0
2013,40,Deir Ezzor,18.0,4.0
2013,40,Hama,49.0,13.0
2013,40,Hasakeh,6.0,0.0
2013,40,Homs,49.0,26.0
2013,40,Idlib,25.0,46.0
2013,40,Lattakia,0.0,1.0
2013,40,Quneitra,11.0,3.0
2013,40,Raqqa,0.0,3.0
2013,40,Sweida,0.0,0.0
2013,40,Tartous,11.0,0.0
2013,41,Aleppo,156.0,40.0
2013,41,Damascus,38.0,13.0
2013,41,Damascus Suburbs,134.0,71.0
2013,41,Daraa,63.0,24.0
2013,41,Deir Ezzor,13.0,7.0
2013,41,Hama,41.0,10.0
2013,41,Hasakeh,12.0,2.0
2013,41,Homs,57.0,12.0
2013,41,Idlib,58.0,41.0
2013,41,Lattakia,4.0,0.0
2013,41,Quneitra,3.0,7.0
2013,41,Raqqa,6.0,0.0
2013,41,Sweida,0.0,0.0
2013,41,Tartous,3.0,0.0
2013,42,Aleppo,81.0,41.0
2013,42,Damascus,39.0,16.0
2013,42,Damascus Suburbs,46.0,57.0
2013,42,Daraa,77.0,19.0
2013,42,Deir Ezzor,44.0,64.0
2013,42,Hama,26.0,6.0
2013,42,Hasakeh,0.0,0.0
2013,42,Homs,13.0,24.0
2013,42,Idlib,55.0,9.0
2013,42,Lattakia,2.0,0.0
2013,42,Quneitra,3.0,6.0
2013,42,Raqqa,6.0,0.0
2013,42,Sweida,1.0,0.0
2013,42,Tartous,0.0,2.0
2013,43,Aleppo,61.0,38.0
2013,43,Damascus,22.0,6.0
2013,43,Damascus Suburbs,203.0,72.0
2013,43,Daraa,40.0,51.0
2013,43,Deir Ezzor,26.0,44.0
2013,43,Hama,14.0,12.0
2013,43,Hasakeh,1.0,0.0
2013,43,Homs,62.0,43.0
2013,43,Idlib,14.0,13.0
2013,43,Lattakia,5.0,0.0
2013,43,Quneitra,7.0,14.0
2013,43,Raqqa,8.0,6.0
2013,43,Sweida,0.0,0.0
2013,43,Tartous,0.0,0.0
2013,44,Aleppo,77.0,62.0
2013,44,Damascus,71.0,14.0
2013,44,Damascus Suburbs,53.0,28.0
2013,44,Daraa,54.0,26.0
2013,44,Deir Ezzor,26.0,17.0
2013,44,Hama,33.0,5.0
2013,44,Hasakeh,1.0,2.0
2013,44,Homs,61.0,39.0
2013,44,Idlib,22.0,23.0
2013,44,Lattakia,1.0,0.0
2013,44,Quneitra,2.0,1.0
2013,44,Raqqa,5.0,2.0
2013,44,Sweida,0.0,0.0
2013,44,Tartous,0.0,0.0
2013,45,Aleppo,69.0,124.0
2013,45,Damascus,31.0,15.0
2013,45,Damascus Suburbs,58.0,49.0
2013,45,Daraa,41.0,14.0
2013,45,Deir Ezzor,6.0,8.0
2013,45,Hama,30.0,6.0
2013,45,Hasakeh,0.0,0.0
2013,45,Homs,52.0,44.0
2013,45,Idlib,9.0,46.0
2013,45,Lattakia,0.0,0.0
2013,45,Quneitra,4.0,5.0
2013,45,Raqqa,1.0,1.0
2013,45,Sweida,1.0,0.0
2013,45,Tartous,0.0,0.0
2013,46,Aleppo,100.0,108.0
2013,46,Damascus,30.0,12.0
2013,46,Damascus Suburbs,96.0,47.0
2013,46,Daraa,45.0,23.0
2013,46,Deir Ezzor,3.0,8.0
2013,46,Hama,47.0,21.0
2013,46,Hasakeh,0.0,5.0
2013,46,Homs,50.0,31.0
2013,46,Idlib,18.0,20.0
2013,46,Lattakia,3.0,1.0
2013,46,Quneitra,6.0,26.0
2013,46,Raqqa,1.0,2.0
2013,46,Sweida,3.0,0.0
2013,46,Tartous,0.0,0.0
2013,47,Aleppo,207.0,57.0
2013,47,Damascus,52.0,7.0
2013,47,Damascus Suburbs,115.0,88.0
2013,47,Daraa,37.0,22.0
2013,47,Deir Ezzor,8.0,13.0
2013,47,Hama,22.0,13.0
2013,47,Hasakeh,7.0,0.0
2013,47,Homs,59.0,27.0
2013,47,Idlib,32.0,23.0
2013,47,Lattakia,4.0,2.0
2013,47,Quneitra,2.0,5.0
2013,47,Raqqa,14.0,2.0
2013,47,Sweida,0.0,2.0
2013,47,Tartous,0.0,0.0
2013,48,Aleppo,232.0,63.0
2013,48,Damascus,18.0,12.0
2013,48,Damascus Suburbs,208.0,157.0
2013,48,Daraa,35.0,36.0
2013,48,Deir Ezzor,28.0,11.0
2013,48,Hama,14.0,17.0
2013,48,Hasakeh,0.0,1.0
2013,48,Homs,36.0,35.0
2013,48,Idlib,46.0,39.0
2013,48,Lattakia,2.0,0.0
2013,48,Quneitra,19.0,16.0
2013,48,Raqqa,6.0,0.0
2013,48,Sweida,0.0,0.0
2013,48,Tartous,0.0,0.0
2013,49,Aleppo,110.0,28.0
2013,49,Damascus,33.0,4.0
2013,49,Damascus Suburbs,234.0,66.0
2013,49,Daraa,27.0,14.0
2013,49,Deir Ezzor,11.0,4.0
2013,49,Hama,38.0,0.0
2013,49,Hasakeh,0.0,0.0
2013,49,Homs,37.0,19.0
2013,49,Idlib,11.0,25.0
2013,49,Lattakia,6.0,2.0
2013,49,Quneitra,5.0,5.0
2013,49,Raqqa,16.0,1.0
2013,49,Sweida,0.0,0.0
2013,49,Tartous,2.0,0.0
2013,50,Aleppo,221.0,23.0
2013,50,Damascus,13.0,3.0
2013,50,Damascus Suburbs,147.0,70.0
2013,50,Daraa,39.0,38.0
2013,50,Deir Ezzor,12.0,18.0
2013,50,Hama,12.0,1.0
2013,50,Hasakeh,0.0,0.0
2013,50,Homs,52.0,15.0
2013,50,Idlib,19.0,7.0
2013,50,Lattakia,5.0,0.0
2013,50,Quneitra,3.0,2.0
2013,50,Raqqa,4.0,2.0
2013,50,Sweida,0.0,0.0
2013,50,Tartous,0.0,0.0
2013,51,Aleppo,542.0,42.0
2013,51,Damascus,29.0,8.0
2013,51,Damascus Suburbs,159.0,127.0
2013,51,Daraa,119.0,41.0
2013,51,Deir Ezzor,17.0,24.0
2013,51,Hama,20.0,9.0
2013,51,Hasakeh,0.0,0.0
2013,51,Homs,50.0,10.0
2013,51,Idlib,30.0,2.0
2013,51,Lattakia,6.0,2.0
2013,51,Quneitra,16.0,0.0
2013,51,Raqqa,6.0,0.0
2013,51,Sweida,0.0,1.0
2013,51,Tartous,0.0,0.0
2013,52,Aleppo,252.0,17.0
2013,52,Damascus,35.0,2.0
2013,52,Damascus Suburbs,122.0,50.0
2013,52,Daraa,22.0,34.0
2013,52,Deir Ezzor,5.0,47.0
2013,52,Hama,23.0,2.0
2013,52,Hasakeh,4.0,0.0
2013,52,Homs,46.0,27.0
2013,52,Idlib,27.0,13.0
2013,52,Lattakia,2.0,0.0
2013,52,Quneitra,4.0,2.0
2013,52,Raqqa,4.0,5.0
2013,52,Sweida,0.0,0.0
2013,52,Tartous,1.0,0.0
2014,1,Aleppo,96.0,68.0
2014,1,Damascus,15.0,4.0
2014,1,Damascus Suburbs,52.0,32.0
2014,1,Daraa,53.0,54.0
2014,1,Deir Ezzor,8.0,12.0
2014,1,Hama,16.0,10.0
2014,1,Hasakeh,8.0,3.0
2014,1,Homs,18.0,14.0
2014,1,Idlib,19.0,17.0
2014,1,Lattakia,2.0,0.0
2014,1,Quneitra,5.0,2.0
2014,1,Raqqa,8.0,8.0
2014,1,Sweida,1.0,0.0
2014,1,Tartous,0.0,0.0
2014,2,Aleppo,259.0,148.0
2014,2,Damascus,22.0,2.0
2014,2,Damascus Suburbs,74.0,31.0
2014,2,Daraa,39.0,22.0
2014,2,Deir Ezzor,4.0,7.0
2014,2,Hama,33.0,10.0
2014,2,Hasakeh,7.0,1.0
2014,2,Homs,93.0,64.0
2014,2,Idlib,41.0,29.0
2014,2,Lattakia,1.0,0.0
2014,2,Quneitra,7.0,2.0
2014,2,Raqqa,6.0,26.0
2014,2,Sweida,0.0,0.0
2014,2,Tartous,0.0,0.0
2014,3,Aleppo,214.0,72.0
2014,3,Damascus,38.0,31.0
2014,3,Damascus Suburbs,71.0,59.0
2014,3,Daraa,46.0,13.0
2014,3,Deir Ezzor,9.0,4.0
2014,3,Hama,11.0,9.0
2014,3,Hasakeh,1.0,2.0
2014,3,Homs,36.0,12.0
2014,3,Idlib,11.0,31.0
2014,3,Lattakia,1.0,0.0
2014,3,Quneitra,7.0,11.0
2014,3,Raqqa,1.0,2.0
2014,3,Sweida,1.0,1.0
2014,3,Tartous,1.0,1.0
2014,4,Aleppo,186.0,43.0
2014,4,Damascus,37.0,24.0
2014,4,Damascus Suburbs,55.0,24.0
2014,4,Daraa,37.0,10.0
2014,4,Deir Ezzor,3.0,9.0
2014,4,Hama,27.0,5.0
2014,4,Hasakeh,4.0,0.0
2014,4,Homs,19.0,17.0
2014,4,Idlib,33.0,19.0
2014,4,Lattakia,1.0,4.0
2014,4,Quneitra,3.0,2.0
2014,4,Raqqa,0.0,1.0
2014,4,Sweida,1.0,0.0
2014,4,Tartous,4.0,0.0
2014,5,Aleppo,423.0,64.0
2014,5,Damascus,47.0,1.0
2014,5,Damascus Suburbs,89.0,37.0
2014,5,Daraa,43.0,29.0
2014,5,Deir Ezzor,7.0,9.0
2014,5,Hama,33.0,15.0
2014,5,Hasakeh,1.0,0.0
2014,5,Homs,28.0,37.0
2014,5,Idlib,17.0,22.0
2014,5,Lattakia,6.0,4.0
2014,5,Quneitra,7.0,4.0
2014,5,Raqqa,2.0,0.0
2014,5,Sweida,0.0,0.0
2014,5,Tartous,1.0,1.0
2014,6,Aleppo,345.0,59.0
2014,6,Damascus,22.0,9.0
2014,6,Damascus Suburbs,47.0,21.0
2014,6,Daraa,48.0,8.0
2014,6,Deir Ezzor,14.0,12.0
2014,6,Hama,90.0,19.0
2014,6,Hasakeh,1.0,0.0
2014,6,Homs,48.0,32.0
2014,6,Idlib,31.0,38.0
2014,6,Lattakia,2.0,6.0
2014,6,Quneitra,12.0,0.0
2014,6,Raqqa,0.0,1.0
2014,6,Sweida,1.0,0.0
2014,6,Tartous,0.0,0.0
2014,7,Aleppo,295.0,65.0
2014,7,Damascus,23.0,2.0
2014,7,Damascus Suburbs,67.0,22.0
2014,7,Daraa,110.0,18.0
2014,7,Deir Ezzor,11.0,21.0
2014,7,Hama,25.0,19.0
2014,7,Hasakeh,0.0,0.0
2014,7,Homs,26.0,34.0
2014,7,Idlib,27.0,16.0
2014,7,Lattakia,2.0,2.0
2014,7,Quneitra,30.0,4.0
2014,7,Raqqa,2.0,5.0
2014,7,Sweida,0.0,0.0
2014,7,Tartous,1.0,0.0
2014,8,Aleppo,192.0,32.0
2014,8,Damascus,28.0,6.0
2014,8,Damascus Suburbs,59.0,35.0
2014,8,Daraa,79.0,18.0
2014,8,Deir Ezzor,7.0,40.0
2014,8,Hama,27.0,19.0
2014,8,Hasakeh,72.0,1.0
2014,8,Homs,16.0,33.0
2014,8,Idlib,49.0,31.0
2014,8,Lattakia,0.0,0.0
2014,8,Quneitra,4.0,11.0
2014,8,Raqqa,0.0,0.0
2014,8,Sweida,0.0,0.0
2014,8,Tartous,0.0,0.0
2014,9,Aleppo,84.0,84.0
2014,9,Damascus,15.0,4.0
2014,9,Damascus Suburbs,113.0,74.0
2014,9,Daraa,32.0,22.0
2014,9,Deir Ezzor,5.0,7.0
2014,9,Hama,20.0,6.0
2014,9,Hasakeh,5.0,0.0
2014,9,Homs,25.0,20.0
2014,9,Idlib,38.0,12.0
2014,9,Lattakia,0.0,0.0
2014,9,Quneitra,1.0,4.0
2014,9,Raqqa,0.0,0.0
2014,9,Sweida,0.0,0.0
2014,9,Tartous,0.0,0.0
2014,10,Aleppo,84.0,31.0
2014,10,Damascus,22.0,2.0
2014,10,Damascus Suburbs,65.0,67.0
2014,10,Daraa,32.0,18.0
2014,10,Deir Ezzor,22.0,44.0
2014,10,Hama,9.0,26.0
2014,10,Hasakeh,1.0,0.0
2014,10,Homs,59.0,33.0
2014,10,Idlib,24.0,57.0
2014,10,Lattakia,2.0,1.0
2014,10,Quneitra,1.0,0.0
2014,10,Raqqa,1.0,2.0
2014,10,Sweida,1.0,0.0
2014,10,Tartous,0.0,1.0
2014,11,Aleppo,94.0,24.0
2014,11,Damascus,25.0,14.0
2014,11,Damascus Suburbs,65.0,71.0
2014,11,Daraa,17.0,27.0
2014,11,Deir Ezzor,5.0,5.0
2014,11,Hama,13.0,7.0
2014,11,Hasakeh,8.0,0.0
2014,11,Homs,31.0,21.0
2014,11,Idlib,36.0,16.0
2014,11,Lattakia,1.0,0.0
2014,11,Quneitra,7.0,3.0
2014,11,Raqqa,3.0,2.0
2014,11,Sweida,4.0,0.0
2014,11,Tartous,0.0,0.0
2014,12,Aleppo,93.0,46.0
2014,12,Damascus,35.0,2.0
2014,12,Damascus Suburbs,109.0,38.0
2014,12,Daraa,26.0,24.0
2014,12,Deir Ezzor,20.0,8.0
2014,12,Hama,20.0,22.0
2014,12,Hasakeh,0.0,0.0
2014,12,Homs,43.0,33.0
2014,12,Idlib,27.0,23.0
2014,12,Lattakia,1.0,5.0
2014,12,Quneitra,2.0,2.0
2014,12,Raqqa,1.0,3.0
2014,12,Sweida,0.0,1.0
