"","year","week","province","count"
"141",2011,21,"Hasakeh",0
"142",2011,21,"Aleppo",1
"143",2011,21,"Raqqa",0
"144",2011,21,"Sweida",0
"145",2011,21,"Damascus",0
"146",2011,21,"Daraa",9
"147",2011,21,"Deir.Ezzor",0
"148",2011,21,"Hama",3
"149",2011,21,"Homs",28
"150",2011,21,"Idlib",1
"151",2011,21,"Lattakia",2
"152",2011,21,"Quneitra",0
"153",2011,21,"Damascus.Suburbs",7
"154",2011,21,"Tartous",0
"155",2011,22,"Hasakeh",0
"156",2011,22,"Aleppo",2
"157",2011,22,"Raqqa",0
"158",2011,22,"Sweida",0
"159",2011,22,"Damascus",6
"160",2011,22,"Daraa",19
"161",2011,22,"Deir.Ezzor",11
"162",2011,22,"Hama",80
"163",2011,22,"Homs",44
"164",2011,22,"Idlib",84
"165",2011,22,"Lattakia",6
"166",2011,22,"Quneitra",0
"167",2011,22,"Damascus.Suburbs",1
"168",2011,22,"Tartous",0
"169",2011,23,"Hasakeh",0
"170",2011,23,"Aleppo",0
"171",2011,23,"Raqqa",0
"172",2011,23,"Sweida",0
"173",2011,23,"Damascus",44
"174",2011,23,"Daraa",2
"175",2011,23,"Deir.Ezzor",2
"176",2011,23,"Hama",1
"177",2011,23,"Homs",8
"178",2011,23,"Idlib",33
"179",2011,23,"Lattakia",21
"180",2011,23,"Quneitra",0
"181",2011,23,"Damascus.Suburbs",2
"182",2011,23,"Tartous",0
"183",2011,24,"Hasakeh",0
"184",2011,24,"Aleppo",1
"185",2011,24,"Raqqa",0
"186",2011,24,"Sweida",0
"187",2011,24,"Damascus",0
"188",2011,24,"Daraa",1
"189",2011,24,"Deir.Ezzor",3
"190",2011,24,"Hama",1
"191",2011,24,"Homs",6
"192",2011,24,"Idlib",0
"193",2011,24,"Lattakia",0
"194",2011,24,"Quneitra",0
"195",2011,24,"Damascus.Suburbs",3
"196",2011,24,"Tartous",0
"197",2011,25,"Hasakeh",0
"198",2011,25,"Aleppo",0
"199",2011,25,"Raqqa",0
"200",2011,25,"Sweida",0
"201",2011,25,"Damascus",5
"202",2011,25,"Daraa",1
"203",2011,25,"Deir.Ezzor",0
"204",2011,25,"Hama",10
"205",2011,25,"Homs",15
"206",2011,25,"Idlib",1
"207",2011,25,"Lattakia",0
"208",2011,25,"Quneitra",0
"209",2011,25,"Damascus.Suburbs",5
"210",2011,25,"Tartous",0
"211",2011,26,"Hasakeh",1
"212",2011,26,"Aleppo",2
"213",2011,26,"Raqqa",0
"214",2011,26,"Sweida",0
"215",2011,26,"Damascus",9
"216",2011,26,"Daraa",1
"217",2011,26,"Deir.Ezzor",2
"218",2011,26,"Hama",0
"219",2011,26,"Homs",16
"220",2011,26,"Idlib",16
"221",2011,26,"Lattakia",1
"222",2011,26,"Quneitra",0
"223",2011,26,"Damascus.Suburbs",1
"224",2011,26,"Tartous",0
"225",2011,27,"Hasakeh",0
"226",2011,27,"Aleppo",0
"227",2011,27,"Raqqa",0
"228",2011,27,"Sweida",0
"229",2011,27,"Damascus",1
"230",2011,27,"Daraa",3
"231",2011,27,"Deir.Ezzor",0
"232",2011,27,"Hama",34
"233",2011,27,"Homs",7
"234",2011,27,"Idlib",3
"235",2011,27,"Lattakia",0
"236",2011,27,"Quneitra",0
"237",2011,27,"Damascus.Suburbs",1
"238",2011,27,"Tartous",1
"239",2011,28,"Hasakeh",0
"240",2011,28,"Aleppo",3
"241",2011,28,"Raqqa",0
"242",2011,28,"Sweida",0
"243",2011,28,"Damascus",16
"244",2011,28,"Daraa",2
"245",2011,28,"Deir.Ezzor",15
"246",2011,28,"Hama",1
"247",2011,28,"Homs",12
"248",2011,28,"Idlib",13
"249",2011,28,"Lattakia",1
"250",2011,28,"Quneitra",0
"251",2011,28,"Damascus.Suburbs",6
"252",2011,28,"Tartous",0
"253",2011,29,"Hasakeh",0
"254",2011,29,"Aleppo",2
"255",2011,29,"Raqqa",0
"256",2011,29,"Sweida",0
"257",2011,29,"Damascus",3
"258",2011,29,"Daraa",5
"259",2011,29,"Deir.Ezzor",3
"260",2011,29,"Hama",2
"261",2011,29,"Homs",52
"262",2011,29,"Idlib",5
"263",2011,29,"Lattakia",2
"264",2011,29,"Quneitra",0
"265",2011,29,"Damascus.Suburbs",4
"266",2011,29,"Tartous",0
"267",2011,30,"Hasakeh",0
"268",2011,30,"Aleppo",3
"269",2011,30,"Raqqa",0
"270",2011,30,"Sweida",0
"271",2011,30,"Damascus",4
"272",2011,30,"Daraa",27
"273",2011,30,"Deir.Ezzor",52
"274",2011,30,"Hama",176
"275",2011,30,"Homs",10
"276",2011,30,"Idlib",9
"277",2011,30,"Lattakia",2
"278",2011,30,"Quneitra",0
"279",2011,30,"Damascus.Suburbs",29
"280",2011,30,"Tartous",0
"281",2011,31,"Hasakeh",0
"282",2011,31,"Aleppo",2
"283",2011,31,"Raqqa",0
"284",2011,31,"Sweida",0
"285",2011,31,"Damascus",8
"286",2011,31,"Daraa",7
"287",2011,31,"Deir.Ezzor",15
"288",2011,31,"Hama",77
"289",2011,31,"Homs",66
"290",2011,31,"Idlib",12
"291",2011,31,"Lattakia",16
"292",2011,31,"Quneitra",0
"293",2011,31,"Damascus.Suburbs",31
"294",2011,31,"Tartous",0
"295",2011,32,"Hasakeh",1
"296",2011,32,"Aleppo",4
"297",2011,32,"Raqqa",0
"298",2011,32,"Sweida",0
"299",2011,32,"Damascus",0
"300",2011,32,"Daraa",9
"301",2011,32,"Deir.Ezzor",15
"302",2011,32,"Hama",39
"303",2011,32,"Homs",44
"304",2011,32,"Idlib",12
"305",2011,32,"Lattakia",58
"306",2011,32,"Quneitra",0
"307",2011,32,"Damascus.Suburbs",15
"308",2011,32,"Tartous",0
"309",2011,33,"Hasakeh",0
"310",2011,33,"Aleppo",0
"311",2011,33,"Raqqa",0
"312",2011,33,"Sweida",0
"313",2011,33,"Damascus",0
"314",2011,33,"Daraa",14
"315",2011,33,"Deir.Ezzor",2
"316",2011,33,"Hama",9
"317",2011,33,"Homs",73
"318",2011,33,"Idlib",9
"319",2011,33,"Lattakia",34
"320",2011,33,"Quneitra",0
"321",2011,33,"Damascus.Suburbs",5
"322",2011,33,"Tartous",0
"323",2011,34,"Hasakeh",0
"324",2011,34,"Aleppo",0
"325",2011,34,"Raqqa",0
"326",2011,34,"Sweida",0
"327",2011,34,"Damascus",3
"328",2011,34,"Daraa",4
"329",2011,34,"Deir.Ezzor",12
"330",2011,34,"Hama",8
"331",2011,34,"Homs",19
"332",2011,34,"Idlib",13
"333",2011,34,"Lattakia",7
"334",2011,34,"Quneitra",0
"335",2011,34,"Damascus.Suburbs",7
"336",2011,34,"Tartous",0
"337",2011,35,"Hasakeh",0
"338",2011,35,"Aleppo",7
"339",2011,35,"Raqqa",0
"340",2011,35,"Sweida",0
"341",2011,35,"Damascus",3
"342",2011,35,"Daraa",47
"343",2011,35,"Deir.Ezzor",14
"344",2011,35,"Hama",7
"345",2011,35,"Homs",40
"346",2011,35,"Idlib",24
"347",2011,35,"Lattakia",0
"348",2011,35,"Quneitra",0
"349",2011,35,"Damascus.Suburbs",21
"350",2011,35,"Tartous",0
"351",2011,36,"Hasakeh",0
"352",2011,36,"Aleppo",1
"353",2011,36,"Raqqa",0
"354",2011,36,"Sweida",0
"355",2011,36,"Damascus",3
"356",2011,36,"Daraa",8
"357",2011,36,"Deir.Ezzor",5
"358",2011,36,"Hama",11
"359",2011,36,"Homs",55
"360",2011,36,"Idlib",16
"361",2011,36,"Lattakia",4
"362",2011,36,"Quneitra",0
"363",2011,36,"Damascus.Suburbs",8
"364",2011,36,"Tartous",0
"365",2011,37,"Hasakeh",0
"366",2011,37,"Aleppo",2
"367",2011,37,"Raqqa",0
"368",2011,37,"Sweida",0
"369",2011,37,"Damascus",5
"370",2011,37,"Daraa",15
"371",2011,37,"Deir.Ezzor",11
"372",2011,37,"Hama",77
"373",2011,37,"Homs",42
"374",2011,37,"Idlib",43
"375",2011,37,"Lattakia",5
"376",2011,37,"Quneitra",0
"377",2011,37,"Damascus.Suburbs",15
"378",2011,37,"Tartous",0
"379",2011,38,"Hasakeh",1
"380",2011,38,"Aleppo",4
"381",2011,38,"Raqqa",0
"382",2011,38,"Sweida",1
"383",2011,38,"Damascus",1
"384",2011,38,"Daraa",3
"385",2011,38,"Deir.Ezzor",0
"386",2011,38,"Hama",12
"387",2011,38,"Homs",53
"388",2011,38,"Idlib",8
"389",2011,38,"Lattakia",1
"390",2011,38,"Quneitra",0
"391",2011,38,"Damascus.Suburbs",9
"392",2011,38,"Tartous",0
"393",2011,39,"Hasakeh",0
"394",2011,39,"Aleppo",1
"395",2011,39,"Raqqa",0
"396",2011,39,"Sweida",0
"397",2011,39,"Damascus",4
"398",2011,39,"Daraa",8
"399",2011,39,"Deir.Ezzor",1
"400",2011,39,"Hama",21
"401",2011,39,"Homs",67
"402",2011,39,"Idlib",13
"403",2011,39,"Lattakia",0
"404",2011,39,"Quneitra",0
"405",2011,39,"Damascus.Suburbs",5
"406",2011,39,"Tartous",1
"407",2011,40,"Hasakeh",3
"408",2011,40,"Aleppo",0
"409",2011,40,"Raqqa",0
"410",2011,40,"Sweida",0
"411",2011,40,"Damascus",0
"412",2011,40,"Daraa",3
"413",2011,40,"Deir.Ezzor",1
"414",2011,40,"Hama",17
"415",2011,40,"Homs",60
"416",2011,40,"Idlib",9
"417",2011,40,"Lattakia",5
"418",2011,40,"Quneitra",0
"419",2011,40,"Damascus.Suburbs",15
"420",2011,40,"Tartous",4
"421",2011,41,"Hasakeh",0
"422",2011,41,"Aleppo",3
"423",2011,41,"Raqqa",0
"424",2011,41,"Sweida",0
"425",2011,41,"Damascus",4
"426",2011,41,"Daraa",6
"427",2011,41,"Deir.Ezzor",2
"428",2011,41,"Hama",1
"429",2011,41,"Homs",25
"430",2011,41,"Idlib",17
"431",2011,41,"Lattakia",1
"432",2011,41,"Quneitra",1
"433",2011,41,"Damascus.Suburbs",3
"434",2011,41,"Tartous",0
"435",2011,42,"Hasakeh",0
"436",2011,42,"Aleppo",1
"437",2011,42,"Raqqa",0
"438",2011,42,"Sweida",0
"439",2011,42,"Damascus",1
"440",2011,42,"Daraa",12
"441",2011,42,"Deir.Ezzor",1
"442",2011,42,"Hama",15
"443",2011,42,"Homs",105
"444",2011,42,"Idlib",10
"445",2011,42,"Lattakia",0
"446",2011,42,"Quneitra",0
"447",2011,42,"Damascus.Suburbs",12
"448",2011,42,"Tartous",0
"449",2011,43,"Hasakeh",1
"450",2011,43,"Aleppo",0
"451",2011,43,"Raqqa",1
"452",2011,43,"Sweida",0
"453",2011,43,"Damascus",2
"454",2011,43,"Daraa",7
"455",2011,43,"Deir.Ezzor",2
"456",2011,43,"Hama",33
"457",2011,43,"Homs",68
"458",2011,43,"Idlib",10
"459",2011,43,"Lattakia",3
"460",2011,43,"Quneitra",0
"461",2011,43,"Damascus.Suburbs",6
"462",2011,43,"Tartous",0
"463",2011,44,"Hasakeh",0
"464",2011,44,"Aleppo",2
"465",2011,44,"Raqqa",2
"466",2011,44,"Sweida",0
"467",2011,44,"Damascus",2
"468",2011,44,"Daraa",2
"469",2011,44,"Deir.Ezzor",3
"470",2011,44,"Hama",17
"471",2011,44,"Homs",130
"472",2011,44,"Idlib",16
"473",2011,44,"Lattakia",3
"474",2011,44,"Quneitra",0
"475",2011,44,"Damascus.Suburbs",13
"476",2011,44,"Tartous",0
"477",2011,45,"Hasakeh",1
"478",2011,45,"Aleppo",0
"479",2011,45,"Raqqa",0
"480",2011,45,"Sweida",0
"481",2011,45,"Damascus",7
"482",2011,45,"Daraa",17
"483",2011,45,"Deir.Ezzor",3
"484",2011,45,"Hama",35
"485",2011,45,"Homs",70
"486",2011,45,"Idlib",23
"487",2011,45,"Lattakia",1
"488",2011,45,"Quneitra",0
"489",2011,45,"Damascus.Suburbs",9
"490",2011,45,"Tartous",0
"491",2011,46,"Hasakeh",1
"492",2011,46,"Aleppo",2
"493",2011,46,"Raqqa",0
"494",2011,46,"Sweida",0
"495",2011,46,"Damascus",0
"496",2011,46,"Daraa",42
"497",2011,46,"Deir.Ezzor",9
"498",2011,46,"Hama",30
"499",2011,46,"Homs",84
"500",2011,46,"Idlib",65
"501",2011,46,"Lattakia",0
"502",2011,46,"Quneitra",0
"503",2011,46,"Damascus.Suburbs",20
"504",2011,46,"Tartous",0
"505",2011,47,"Hasakeh",0
"506",2011,47,"Aleppo",1
"507",2011,47,"Raqqa",2
"508",2011,47,"Sweida",0
"509",2011,47,"Damascus",1
"510",2011,47,"Daraa",19
"511",2011,47,"Deir.Ezzor",16
"512",2011,47,"Hama",35
"513",2011,47,"Homs",123
"514",2011,47,"Idlib",24
"515",2011,47,"Lattakia",0
"516",2011,47,"Quneitra",0
"517",2011,47,"Damascus.Suburbs",23
"518",2011,47,"Tartous",1
"519",2011,48,"Hasakeh",2
"520",2011,48,"Aleppo",4
"521",2011,48,"Raqqa",1
"522",2011,48,"Sweida",0
"523",2011,48,"Damascus",5
"524",2011,48,"Daraa",3
"525",2011,48,"Deir.Ezzor",3
"526",2011,48,"Hama",42
"527",2011,48,"Homs",128
"528",2011,48,"Idlib",49
"529",2011,48,"Lattakia",6
"530",2011,48,"Quneitra",2
"531",2011,48,"Damascus.Suburbs",16
"532",2011,48,"Tartous",1
"533",2011,49,"Hasakeh",2
"534",2011,49,"Aleppo",2
"535",2011,49,"Raqqa",0
"536",2011,49,"Sweida",0
"537",2011,49,"Damascus",1
"538",2011,49,"Daraa",21
"539",2011,49,"Deir.Ezzor",0
"540",2011,49,"Hama",30
"541",2011,49,"Homs",167
"542",2011,49,"Idlib",40
"543",2011,49,"Lattakia",0
"544",2011,49,"Quneitra",0
"545",2011,49,"Damascus.Suburbs",40
"546",2011,49,"Tartous",1
"547",2011,50,"Hasakeh",3
"548",2011,50,"Aleppo",0
"549",2011,50,"Raqqa",1
"550",2011,50,"Sweida",0
"551",2011,50,"Damascus",4
"552",2011,50,"Daraa",25
"553",2011,50,"Deir.Ezzor",8
"554",2011,50,"Hama",50
"555",2011,50,"Homs",103
"556",2011,50,"Idlib",76
"557",2011,50,"Lattakia",2
"558",2011,50,"Quneitra",0
"559",2011,50,"Damascus.Suburbs",8
"560",2011,50,"Tartous",0
"561",2011,51,"Hasakeh",0
"562",2011,51,"Aleppo",4
"563",2011,51,"Raqqa",0
"564",2011,51,"Sweida",6
"565",2011,51,"Damascus",9
"566",2011,51,"Daraa",46
"567",2011,51,"Deir.Ezzor",15
"568",2011,51,"Hama",32
"569",2011,51,"Homs",152
"570",2011,51,"Idlib",150
"571",2011,51,"Lattakia",4
"572",2011,51,"Quneitra",2
"573",2011,51,"Damascus.Suburbs",30
"574",2011,51,"Tartous",0
"575",2011,52,"Hasakeh",0
"576",2011,52,"Aleppo",4
"577",2011,52,"Raqqa",0
"578",2011,52,"Sweida",0
"579",2011,52,"Damascus",8
"580",2011,52,"Daraa",22
"581",2011,52,"Deir.Ezzor",7
"582",2011,52,"Hama",62
"583",2011,52,"Homs",131
"584",2011,52,"Idlib",28
"585",2011,52,"Lattakia",8
"586",2011,52,"Quneitra",0
"587",2011,52,"Damascus.Suburbs",31
"588",2011,52,"Tartous",1
"589",2012,1,"Hasakeh",4
"590",2012,1,"Aleppo",31
"591",2012,1,"Raqqa",1
"592",2012,1,"Sweida",0
"593",2012,1,"Damascus",21
"594",2012,1,"Daraa",15
"595",2012,1,"Deir.Ezzor",18
"596",2012,1,"Hama",27
"597",2012,1,"Homs",79
"598",2012,1,"Idlib",37
"599",2012,1,"Lattakia",4
"600",2012,1,"Quneitra",3
"601",2012,1,"Damascus.Suburbs",105
"602",2012,1,"Tartous",0
"603",2012,2,"Hasakeh",6
"604",2012,2,"Aleppo",7
"605",2012,2,"Raqqa",0
"606",2012,2,"Sweida",0
"607",2012,2,"Damascus",0
"608",2012,2,"Daraa",3
"609",2012,2,"Deir.Ezzor",26
"610",2012,2,"Hama",14
"611",2012,2,"Homs",61
"612",2012,2,"Idlib",35
"613",2012,2,"Lattakia",1
"614",2012,2,"Quneitra",1
"615",2012,2,"Damascus.Suburbs",37
"616",2012,2,"Tartous",0
"617",2012,3,"Hasakeh",2
"618",2012,3,"Aleppo",8
"619",2012,3,"Raqqa",3
"620",2012,3,"Sweida",0
"621",2012,3,"Damascus",0
"622",2012,3,"Daraa",7
"623",2012,3,"Deir.Ezzor",9
"624",2012,3,"Hama",22
"625",2012,3,"Homs",88
"626",2012,3,"Idlib",86
"627",2012,3,"Lattakia",9
"628",2012,3,"Quneitra",0
"629",2012,3,"Damascus.Suburbs",58
"630",2012,3,"Tartous",0
"631",2012,4,"Hasakeh",0
"632",2012,4,"Aleppo",16
"633",2012,4,"Raqqa",1
"634",2012,4,"Sweida",0
"635",2012,4,"Damascus",14
"636",2012,4,"Daraa",42
"637",2012,4,"Deir.Ezzor",5
"638",2012,4,"Hama",60
"639",2012,4,"Homs",156
"640",2012,4,"Idlib",37
"641",2012,4,"Lattakia",7
"642",2012,4,"Quneitra",2
"643",2012,4,"Damascus.Suburbs",98
"644",2012,4,"Tartous",0
"645",2012,5,"Hasakeh",4
"646",2012,5,"Aleppo",8
"647",2012,5,"Raqqa",0
"648",2012,5,"Sweida",0
"649",2012,5,"Damascus",8
"650",2012,5,"Daraa",33
"651",2012,5,"Deir.Ezzor",6
"652",2012,5,"Hama",9
"653",2012,5,"Homs",357
"654",2012,5,"Idlib",61
"655",2012,5,"Lattakia",4
"656",2012,5,"Quneitra",1
"657",2012,5,"Damascus.Suburbs",95
"658",2012,5,"Tartous",1
"659",2012,6,"Hasakeh",2
"660",2012,6,"Aleppo",25
"661",2012,6,"Raqqa",1
"662",2012,6,"Sweida",0
"663",2012,6,"Damascus",13
"664",2012,6,"Daraa",54
"665",2012,6,"Deir.Ezzor",11
"666",2012,6,"Hama",19
"667",2012,6,"Homs",343
"668",2012,6,"Idlib",58
"669",2012,6,"Lattakia",5
"670",2012,6,"Quneitra",0
"671",2012,6,"Damascus.Suburbs",91
"672",2012,6,"Tartous",0
"673",2012,7,"Hasakeh",2
"674",2012,7,"Aleppo",27
"675",2012,7,"Raqqa",2
"676",2012,7,"Sweida",0
"677",2012,7,"Damascus",19
"678",2012,7,"Daraa",38
"679",2012,7,"Deir.Ezzor",19
"680",2012,7,"Hama",48
"681",2012,7,"Homs",88
"682",2012,7,"Idlib",81
"683",2012,7,"Lattakia",2
"684",2012,7,"Quneitra",0
"685",2012,7,"Damascus.Suburbs",34
"686",2012,7,"Tartous",0
"687",2012,8,"Hasakeh",16
"688",2012,8,"Aleppo",23
"689",2012,8,"Raqqa",3
"690",2012,8,"Sweida",0
"691",2012,8,"Damascus",7
"692",2012,8,"Daraa",30
"693",2012,8,"Deir.Ezzor",12
"694",2012,8,"Hama",71
"695",2012,8,"Homs",176
"696",2012,8,"Idlib",125
"697",2012,8,"Lattakia",1
"698",2012,8,"Quneitra",4
"699",2012,8,"Damascus.Suburbs",12
"700",2012,8,"Tartous",0
"701",2012,9,"Hasakeh",0
"702",2012,9,"Aleppo",40
"703",2012,9,"Raqqa",4
"704",2012,9,"Sweida",0
"705",2012,9,"Damascus",10
"706",2012,9,"Daraa",31
"707",2012,9,"Deir.Ezzor",26
"708",2012,9,"Hama",47
"709",2012,9,"Homs",202
"710",2012,9,"Idlib",82
"711",2012,9,"Lattakia",3
"712",2012,9,"Quneitra",5
"713",2012,9,"Damascus.Suburbs",50
"714",2012,9,"Tartous",0
"715",2012,10,"Hasakeh",2
"716",2012,10,"Aleppo",20
"717",2012,10,"Raqqa",0
"718",2012,10,"Sweida",0
"719",2012,10,"Damascus",5
"720",2012,10,"Daraa",32
"721",2012,10,"Deir.Ezzor",8
"722",2012,10,"Hama",20
"723",2012,10,"Homs",248
"724",2012,10,"Idlib",120
"725",2012,10,"Lattakia",2
"726",2012,10,"Quneitra",0
"727",2012,10,"Damascus.Suburbs",29
"728",2012,10,"Tartous",0
"729",2012,11,"Hasakeh",4
"730",2012,11,"Aleppo",18
"731",2012,11,"Raqqa",25
"732",2012,11,"Sweida",0
"733",2012,11,"Damascus",1
"734",2012,11,"Daraa",47
"735",2012,11,"Deir.Ezzor",25
"736",2012,11,"Hama",36
"737",2012,11,"Homs",119
"738",2012,11,"Idlib",188
"739",2012,11,"Lattakia",6
"740",2012,11,"Quneitra",3
"741",2012,11,"Damascus.Suburbs",36
"742",2012,11,"Tartous",1
"743",2012,12,"Hasakeh",3
"744",2012,12,"Aleppo",27
"745",2012,12,"Raqqa",2
"746",2012,12,"Sweida",0
"747",2012,12,"Damascus",4
"748",2012,12,"Daraa",48
"749",2012,12,"Deir.Ezzor",13
"750",2012,12,"Hama",52
"751",2012,12,"Homs",227
"752",2012,12,"Idlib",133
"753",2012,12,"Lattakia",7
"754",2012,12,"Quneitra",1
"755",2012,12,"Damascus.Suburbs",21
"756",2012,12,"Tartous",0
"757",2012,13,"Hasakeh",3
"758",2012,13,"Aleppo",19
"759",2012,13,"Raqqa",0
"760",2012,13,"Sweida",0
"761",2012,13,"Damascus",7
"762",2012,13,"Daraa",65
"763",2012,13,"Deir.Ezzor",29
"764",2012,13,"Hama",42
"765",2012,13,"Homs",158
"766",2012,13,"Idlib",120
"767",2012,13,"Lattakia",2
"768",2012,13,"Quneitra",0
"769",2012,13,"Damascus.Suburbs",29
"770",2012,13,"Tartous",0
"771",2012,14,"Hasakeh",1
"772",2012,14,"Aleppo",43
"773",2012,14,"Raqqa",0
"774",2012,14,"Sweida",0
"775",2012,14,"Damascus",3
"776",2012,14,"Daraa",15
"777",2012,14,"Deir.Ezzor",10
"778",2012,14,"Hama",136
"779",2012,14,"Homs",239
"780",2012,14,"Idlib",189
"781",2012,14,"Lattakia",1
"782",2012,14,"Quneitra",0
"783",2012,14,"Damascus.Suburbs",39
"784",2012,14,"Tartous",0
"785",2012,15,"Hasakeh",3
"786",2012,15,"Aleppo",46
"787",2012,15,"Raqqa",0
"788",2012,15,"Sweida",0
"789",2012,15,"Damascus",5
"790",2012,15,"Daraa",29
"791",2012,15,"Deir.Ezzor",5
"792",2012,15,"Hama",63
"793",2012,15,"Homs",336
"794",2012,15,"Idlib",68
"795",2012,15,"Lattakia",2
"796",2012,15,"Quneitra",0
"797",2012,15,"Damascus.Suburbs",37
"798",2012,15,"Tartous",2
"799",2012,16,"Hasakeh",3
"800",2012,16,"Aleppo",45
"801",2012,16,"Raqqa",0
"802",2012,16,"Sweida",0
"803",2012,16,"Damascus",21
"804",2012,16,"Daraa",33
"805",2012,16,"Deir.Ezzor",19
"806",2012,16,"Hama",27
"807",2012,16,"Homs",234
"808",2012,16,"Idlib",120
"809",2012,16,"Lattakia",2
"810",2012,16,"Quneitra",0
"811",2012,16,"Damascus.Suburbs",41
"812",2012,16,"Tartous",0
"813",2012,17,"Hasakeh",2
"814",2012,17,"Aleppo",17
"815",2012,17,"Raqqa",1
"816",2012,17,"Sweida",0
"817",2012,17,"Damascus",10
"818",2012,17,"Daraa",15
"819",2012,17,"Deir.Ezzor",23
"820",2012,17,"Hama",131
"821",2012,17,"Homs",94
"822",2012,17,"Idlib",60
"823",2012,17,"Lattakia",0
"824",2012,17,"Quneitra",0
"825",2012,17,"Damascus.Suburbs",40
"826",2012,17,"Tartous",0
"827",2012,18,"Hasakeh",2
"828",2012,18,"Aleppo",17
"829",2012,18,"Raqqa",1
"830",2012,18,"Sweida",2
"831",2012,18,"Damascus",31
"832",2012,18,"Daraa",21
"833",2012,18,"Deir.Ezzor",16
"834",2012,18,"Hama",25
"835",2012,18,"Homs",118
"836",2012,18,"Idlib",51
"837",2012,18,"Lattakia",0
"838",2012,18,"Quneitra",0
"839",2012,18,"Damascus.Suburbs",24
"840",2012,18,"Tartous",0
"841",2012,19,"Hasakeh",7
"842",2012,19,"Aleppo",18
"843",2012,19,"Raqqa",1
"844",2012,19,"Sweida",0
"845",2012,19,"Damascus",37
"846",2012,19,"Daraa",19
"847",2012,19,"Deir.Ezzor",29
"848",2012,19,"Hama",67
"849",2012,19,"Homs",112
"850",2012,19,"Idlib",53
"851",2012,19,"Lattakia",1
"852",2012,19,"Quneitra",0
"853",2012,19,"Damascus.Suburbs",68
"854",2012,19,"Tartous",0
"855",2012,20,"Hasakeh",1
"856",2012,20,"Aleppo",15
"857",2012,20,"Raqqa",1
"858",2012,20,"Sweida",1
"859",2012,20,"Damascus",13
"860",2012,20,"Daraa",18
"861",2012,20,"Deir.Ezzor",19
"862",2012,20,"Hama",54
"863",2012,20,"Homs",99
"864",2012,20,"Idlib",71
"865",2012,20,"Lattakia",2
"866",2012,20,"Quneitra",0
"867",2012,20,"Damascus.Suburbs",47
"868",2012,20,"Tartous",4
"869",2012,21,"Hasakeh",8
"870",2012,21,"Aleppo",32
"871",2012,21,"Raqqa",3
"872",2012,21,"Sweida",0
"873",2012,21,"Damascus",24
"874",2012,21,"Daraa",37
"875",2012,21,"Deir.Ezzor",13
"876",2012,21,"Hama",103
"877",2012,21,"Homs",190
"878",2012,21,"Idlib",33
"879",2012,21,"Lattakia",2
"880",2012,21,"Quneitra",0
"881",2012,21,"Damascus.Suburbs",45
"882",2012,21,"Tartous",3
"883",2012,22,"Hasakeh",3
"884",2012,22,"Aleppo",38
"885",2012,22,"Raqqa",1
"886",2012,22,"Sweida",0
"887",2012,22,"Damascus",16
"888",2012,22,"Daraa",42
"889",2012,22,"Deir.Ezzor",38
"890",2012,22,"Hama",35
"891",2012,22,"Homs",141
"892",2012,22,"Idlib",33
"893",2012,22,"Lattakia",2
"894",2012,22,"Quneitra",0
"895",2012,22,"Damascus.Suburbs",92
"896",2012,22,"Tartous",0
"897",2012,23,"Hasakeh",9
"898",2012,23,"Aleppo",29
"899",2012,23,"Raqqa",5
"900",2012,23,"Sweida",0
"901",2012,23,"Damascus",24
"902",2012,23,"Daraa",43
"903",2012,23,"Deir.Ezzor",9
"904",2012,23,"Hama",121
"905",2012,23,"Homs",126
"906",2012,23,"Idlib",62
"907",2012,23,"Lattakia",81
"908",2012,23,"Quneitra",1
"909",2012,23,"Damascus.Suburbs",55
"910",2012,23,"Tartous",0
"911",2012,24,"Hasakeh",6
"912",2012,24,"Aleppo",37
"913",2012,24,"Raqqa",4
"914",2012,24,"Sweida",0
"915",2012,24,"Damascus",16
"916",2012,24,"Daraa",46
"917",2012,24,"Deir.Ezzor",74
"918",2012,24,"Hama",38
"919",2012,24,"Homs",150
"920",2012,24,"Idlib",85
"921",2012,24,"Lattakia",17
"922",2012,24,"Quneitra",0
"923",2012,24,"Damascus.Suburbs",96
"924",2012,24,"Tartous",1
"925",2012,25,"Hasakeh",4
"926",2012,25,"Aleppo",63
"927",2012,25,"Raqqa",0
"928",2012,25,"Sweida",0
"929",2012,25,"Damascus",16
"930",2012,25,"Daraa",123
"931",2012,25,"Deir.Ezzor",135
"932",2012,25,"Hama",67
"933",2012,25,"Homs",143
"934",2012,25,"Idlib",44
"935",2012,25,"Lattakia",18
"936",2012,25,"Quneitra",0
"937",2012,25,"Damascus.Suburbs",217
"938",2012,25,"Tartous",0
"939",2012,26,"Hasakeh",4
"940",2012,26,"Aleppo",61
"941",2012,26,"Raqqa",0
"942",2012,26,"Sweida",0
"943",2012,26,"Damascus",18
"944",2012,26,"Daraa",118
"945",2012,26,"Deir.Ezzor",130
"946",2012,26,"Hama",35
"947",2012,26,"Homs",98
"948",2012,26,"Idlib",116
"949",2012,26,"Lattakia",6
"950",2012,26,"Quneitra",1
"951",2012,26,"Damascus.Suburbs",291
"952",2012,26,"Tartous",0
"953",2012,27,"Hasakeh",1
"954",2012,27,"Aleppo",70
"955",2012,27,"Raqqa",3
"956",2012,27,"Sweida",2
"957",2012,27,"Damascus",23
"958",2012,27,"Daraa",66
"959",2012,27,"Deir.Ezzor",84
