year,week,province,Civilian,Non-Civilian,Adult - Female,Adult - Male,Child - Female,Child - Male,Chemical and toxic gases,Detention - Execution,Detention - Torture,Detention - Torture - Execution,Explosion,Field Execution,Kidnapping - Execution,Kidnapping - Torture,Kidnapping - Torture - Execution,Other,Shelling,Shooting,Siege,Un-allowed to seek Medical help,Unknown,Warplane shelling,total
2012,43,Quneitra,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4
2012,43,Raqqa,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4
2012,43,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,43,Tartous,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2012,44,Aleppo,233,70,25,262,5,11,0,0,5,1,0,35,0,2,0,0,81,140,0,0,0,39,303
2012,44,Damascus,74,7,11,62,3,5,0,0,5,0,1,13,0,2,0,0,31,28,0,0,0,1,81
2012,44,Damascus Suburbs,388,80,32,375,29,32,0,0,6,8,11,26,0,0,6,0,150,113,0,0,0,148,468
2012,44,Daraa,55,23,2,69,0,7,0,0,4,1,4,11,0,1,2,0,16,33,0,0,0,6,78
2012,44,Deir Ezzor,32,51,5,62,4,12,0,0,0,0,0,4,0,0,0,0,11,49,0,0,0,19,83
2012,44,Hama,38,15,0,48,2,3,0,4,2,0,3,16,0,0,0,0,3,25,0,0,0,0,53
2012,44,Hasakeh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,44,Homs,61,46,5,91,2,9,0,0,2,0,0,0,0,0,0,0,48,52,0,0,0,5,107
2012,44,Idlib,243,87,37,233,28,32,0,0,1,0,3,0,0,0,0,0,133,98,0,4,0,91,330
2012,44,Lattakia,9,7,3,13,0,0,0,0,2,0,0,0,0,0,0,0,1,12,0,0,0,1,16
2012,44,Quneitra,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
2012,44,Raqqa,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2012,44,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,44,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,45,Aleppo,150,89,10,202,11,16,0,3,0,0,2,31,0,0,6,0,36,125,0,0,0,36,239
2012,45,Damascus,98,22,4,112,2,2,0,0,3,0,2,16,0,1,4,0,41,52,0,0,0,1,120
2012,45,Damascus Suburbs,342,54,18,342,6,30,0,5,4,0,4,70,0,0,0,2,87,138,0,2,0,84,396
2012,45,Daraa,70,26,9,80,1,6,0,13,0,0,0,25,0,0,0,0,20,38,0,0,0,0,96
2012,45,Deir Ezzor,67,40,34,64,0,9,0,0,0,0,0,4,0,0,0,0,56,41,0,0,0,6,107
2012,45,Hama,26,5,3,28,0,0,0,2,4,0,1,1,0,1,1,0,9,11,0,0,0,1,31
2012,45,Hasakeh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2012,45,Homs,38,21,4,54,0,1,0,0,1,0,0,2,0,0,0,0,25,27,0,0,0,4,59
2012,45,Idlib,214,48,35,187,21,19,0,0,2,0,0,4,0,0,0,0,67,42,0,0,0,147,262
2012,45,Lattakia,4,4,1,7,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,3,8
2012,45,Quneitra,8,1,2,7,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,9
2012,45,Raqqa,13,27,3,31,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,11,40
2012,45,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,45,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,46,Aleppo,135,55,7,164,5,14,0,1,5,2,4,3,0,0,0,0,78,90,0,0,0,7,190
2012,46,Damascus,72,18,1,83,2,4,0,0,2,0,0,8,1,0,0,0,47,32,0,0,0,0,90
2012,46,Damascus Suburbs,274,64,43,252,8,35,0,0,0,0,0,58,0,1,0,1,84,107,0,0,0,87,338
2012,46,Daraa,34,16,5,39,1,5,0,0,4,1,0,4,0,0,0,0,15,26,0,0,0,0,50
2012,46,Deir Ezzor,25,37,5,54,2,1,0,0,0,0,0,0,1,0,0,1,15,42,0,0,0,3,62
2012,46,Hama,16,14,0,29,1,0,0,1,2,0,0,3,0,1,0,0,2,21,0,0,0,0,30
2012,46,Hasakeh,19,8,2,21,2,2,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,19,27
2012,46,Homs,63,5,6,50,2,10,0,0,3,0,2,0,10,0,0,0,22,30,0,0,0,1,68
2012,46,Idlib,73,35,9,87,5,7,0,0,1,0,0,2,0,1,1,0,21,43,0,0,0,39,108
2012,46,Lattakia,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2012,46,Quneitra,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,46,Raqqa,4,13,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,2,17
2012,46,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,46,Tartous,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2012,47,Aleppo,116,66,1,161,3,17,0,2,0,0,1,11,0,0,1,0,26,101,0,0,0,40,182
2012,47,Damascus,75,17,7,79,2,4,0,0,0,1,0,30,2,0,0,0,29,28,0,0,0,2,92
2012,47,Damascus Suburbs,233,85,10,281,8,19,1,4,0,24,0,47,0,0,2,1,98,124,0,0,0,17,318
2012,47,Daraa,40,22,6,50,3,3,0,0,0,0,0,11,0,0,0,0,13,38,0,0,0,0,62
2012,47,Deir Ezzor,67,26,1,86,1,5,0,0,0,1,33,1,5,0,0,0,7,31,0,0,0,15,93
2012,47,Hama,22,14,1,30,0,5,0,0,4,0,0,0,0,0,0,0,7,20,0,0,0,5,36
2012,47,Hasakeh,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
2012,47,Homs,32,12,3,36,1,4,0,0,1,0,0,3,1,0,1,0,15,22,0,0,0,1,44
2012,47,Idlib,34,31,6,53,2,4,0,0,0,0,0,2,0,0,0,1,21,35,0,0,0,6,65
2012,47,Lattakia,8,26,0,34,0,0,0,0,1,0,0,0,0,0,0,0,2,31,0,0,0,0,34
2012,47,Quneitra,3,7,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
2012,47,Raqqa,5,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,10
2012,47,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,47,Tartous,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,48,Aleppo,163,67,12,184,10,24,0,1,0,0,1,30,0,0,0,0,70,93,0,1,0,34,230
2012,48,Damascus,73,9,6,66,5,5,0,2,2,1,0,28,0,0,0,0,27,19,0,0,0,3,82
2012,48,Damascus Suburbs,367,48,25,324,12,54,0,2,4,5,52,15,0,0,0,1,160,77,0,1,0,98,415
2012,48,Daraa,58,21,7,63,4,5,0,0,0,2,1,14,0,0,0,0,27,34,0,1,0,0,79
2012,48,Deir Ezzor,41,13,6,41,4,3,0,0,1,0,2,3,6,0,0,0,16,14,0,0,0,12,54
2012,48,Hama,25,14,2,35,0,2,0,0,0,0,0,0,2,0,0,0,4,30,0,0,0,3,39
2012,48,Hasakeh,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,48,Homs,63,35,9,67,13,9,0,0,5,0,21,4,1,0,0,0,26,29,0,0,0,12,98
2012,48,Idlib,88,36,7,102,5,10,0,0,1,0,0,2,0,0,0,0,38,41,0,0,0,42,124
2012,48,Lattakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,48,Quneitra,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2012,48,Raqqa,13,0,1,8,1,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,13
2012,48,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,48,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,49,Aleppo,134,27,16,136,2,7,0,2,2,2,0,34,0,0,1,3,64,47,0,0,0,6,161
2012,49,Damascus,62,6,2,65,0,1,0,0,2,4,2,13,0,0,0,0,12,34,0,0,0,1,68
2012,49,Damascus Suburbs,267,115,13,329,6,34,0,1,4,1,0,83,1,0,2,3,155,130,0,0,0,2,382
2012,49,Daraa,36,48,3,75,2,4,0,0,2,0,3,31,0,0,0,0,16,30,0,0,0,2,84
2012,49,Deir Ezzor,22,23,3,36,2,4,0,0,0,2,0,6,0,0,0,0,11,24,0,0,0,2,45
2012,49,Hama,20,11,3,24,0,4,0,0,2,1,0,0,0,0,0,0,10,15,0,0,0,3,31
2012,49,Hasakeh,12,0,0,11,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,7,12
2012,49,Homs,32,16,4,42,0,2,0,0,1,0,0,4,0,0,0,0,12,26,0,0,0,5,48
2012,49,Idlib,87,43,9,94,10,17,0,1,0,0,1,0,0,0,0,0,49,50,0,0,0,29,130
2012,49,Lattakia,4,2,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,6
2012,49,Quneitra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,49,Raqqa,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,8
2012,49,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,49,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,50,Aleppo,305,70,43,269,19,44,0,0,3,0,0,93,0,0,0,1,85,101,0,1,0,91,375
2012,50,Damascus,139,16,14,126,4,11,0,2,6,1,0,6,0,0,0,0,67,60,0,0,0,13,155
2012,50,Damascus Suburbs,260,81,17,290,8,26,0,0,2,4,20,89,3,0,0,0,89,112,0,2,0,20,341
2012,50,Daraa,49,35,6,65,5,8,0,0,3,0,0,8,0,0,0,0,36,37,0,0,0,0,84
2012,50,Deir Ezzor,37,70,1,94,1,11,0,0,6,1,0,3,0,0,0,0,16,79,0,0,0,2,107
2012,50,Hama,80,25,3,95,1,6,0,0,8,1,1,16,0,0,0,0,41,35,0,0,0,3,105
2012,50,Hasakeh,5,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
2012,50,Homs,56,16,9,52,9,2,0,0,0,0,2,4,0,2,0,0,30,22,0,0,0,12,72
2012,50,Idlib,59,74,7,113,6,7,0,0,0,0,2,2,0,0,0,4,44,78,0,0,0,3,133
2012,50,Lattakia,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
2012,50,Quneitra,6,0,0,5,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6
2012,50,Raqqa,5,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,8
2012,50,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,50,Tartous,4,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4
2012,51,Aleppo,173,44,26,148,11,32,0,0,0,0,53,7,2,0,1,0,60,74,0,1,0,19,217
2012,51,Damascus,128,23,5,128,2,16,0,0,4,1,12,26,2,0,0,0,42,63,0,0,0,1,151
2012,51,Damascus Suburbs,228,59,15,250,3,19,0,0,6,2,0,65,1,0,0,0,121,74,0,0,0,18,287
2012,51,Daraa,145,62,14,179,4,10,0,2,6,2,0,61,1,1,0,0,24,110,0,0,0,0,207
2012,51,Deir Ezzor,34,40,3,68,0,3,0,0,0,0,0,7,0,0,0,0,27,39,0,0,0,1,74
2012,51,Hama,129,82,9,170,4,28,0,0,4,0,0,4,0,0,0,0,31,110,0,0,0,62,211
2012,51,Hasakeh,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,51,Homs,53,16,10,47,1,11,7,0,1,0,1,9,0,0,1,0,26,18,0,1,0,5,69
2012,51,Idlib,29,33,3,57,1,1,0,0,0,1,0,6,0,0,0,0,20,33,0,0,0,2,62
2012,51,Lattakia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
2012,51,Quneitra,4,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,5
2012,51,Raqqa,6,13,0,19,0,0,0,0,0,0,0,1,0,0,0,0,5,13,0,0,0,0,19
2012,51,Sweida,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,51,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,52,Aleppo,179,59,22,169,17,30,0,0,1,0,3,1,0,0,0,2,70,94,0,1,0,66,238
2012,52,Damascus,117,2,8,104,2,5,0,0,4,3,3,51,0,0,1,0,26,31,0,0,0,0,119
2012,52,Damascus Suburbs,262,48,31,235,20,24,0,0,3,12,24,42,0,0,2,0,91,76,0,0,0,60,310
2012,52,Daraa,45,36,10,63,4,4,0,0,6,1,1,8,0,0,0,0,21,43,0,1,0,0,81
2012,52,Deir Ezzor,48,28,2,65,0,9,0,3,1,0,0,11,0,0,0,0,7,22,0,0,0,32,76
2012,52,Hama,90,41,6,98,3,24,0,4,1,0,2,38,0,0,0,0,19,45,0,0,0,22,131
2012,52,Hasakeh,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3
2012,52,Homs,118,27,5,124,7,9,0,0,7,1,2,41,0,0,0,0,19,37,0,1,0,37,145
2012,52,Idlib,44,97,10,124,1,6,0,1,4,0,0,2,0,0,0,0,19,96,0,0,0,19,141
2012,52,Lattakia,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,52,Quneitra,4,13,0,16,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,17
2012,52,Raqqa,32,14,6,20,7,13,0,0,1,0,0,1,0,0,0,0,29,15,0,0,0,0,46
2012,52,Sweida,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2012,52,Tartous,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2013,1,Aleppo,123,41,22,113,7,22,0,1,6,0,0,14,0,0,1,0,66,64,0,0,0,12,164
2013,1,Damascus,76,19,4,90,0,1,0,0,8,0,10,10,0,0,5,2,26,32,0,1,0,1,95
2013,1,Damascus Suburbs,284,66,24,283,16,27,0,1,9,0,0,14,1,0,0,1,95,80,0,0,0,149,350
2013,1,Daraa,56,47,17,79,3,4,0,3,4,1,1,4,2,0,0,0,23,62,0,0,0,3,103
2013,1,Deir Ezzor,29,28,0,53,2,2,0,0,1,0,0,1,0,0,0,0,17,35,0,0,0,3,57
2013,1,Hama,60,9,8,51,4,6,0,1,3,0,0,5,17,0,0,0,34,7,0,0,0,2,69
2013,1,Hasakeh,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2013,1,Homs,94,37,11,107,7,6,0,0,5,0,1,56,5,0,0,0,16,45,0,0,0,3,131
2013,1,Idlib,49,34,12,55,8,8,0,6,1,0,0,9,0,0,0,0,13,41,0,0,0,13,83
2013,1,Lattakia,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3
2013,1,Quneitra,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
2013,1,Raqqa,8,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,9
2013,1,Sweida,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
2013,1,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,Aleppo,166,37,7,169,7,20,0,0,0,2,2,23,0,0,0,2,74,72,0,1,0,27,203
2013,2,Damascus,73,9,5,71,5,1,0,0,5,1,1,8,0,0,0,0,21,46,0,0,0,0,82
2013,2,Damascus Suburbs,156,39,16,155,7,17,0,0,8,1,4,36,0,0,0,2,69,63,0,0,0,12,195
2013,2,Daraa,24,22,2,38,3,3,0,0,4,0,1,4,1,0,0,0,12,24,0,0,0,0,46
2013,2,Deir Ezzor,35,20,2,51,1,1,0,1,3,2,0,5,0,0,0,0,8,31,0,0,0,5,55
2013,2,Hama,20,20,2,32,5,1,0,0,0,0,0,8,0,0,1,1,10,20,0,0,0,0,40
2013,2,Hasakeh,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2013,2,Homs,40,7,2,30,8,7,0,0,0,0,0,4,0,0,0,0,12,8,0,0,0,23,47
2013,2,Idlib,97,20,10,103,3,1,0,0,1,0,0,78,0,0,0,0,12,21,0,0,0,5,117
2013,2,Lattakia,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2013,2,Quneitra,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
2013,2,Raqqa,21,9,1,28,0,1,0,1,0,0,0,3,0,0,0,0,16,10,0,0,0,0,30
2013,2,Sweida,8,1,0,9,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,9
2013,2,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,Aleppo,279,61,34,248,21,37,0,0,4,0,2,10,0,0,0,0,115,53,0,0,0,156,340
2013,3,Damascus,68,10,7,65,1,5,0,0,7,1,4,11,2,1,2,0,14,36,0,0,0,0,78
2013,3,Damascus Suburbs,403,39,36,327,42,37,0,15,16,1,10,43,1,2,0,1,112,55,0,4,0,182,442
2013,3,Daraa,54,67,11,103,1,6,0,0,2,2,9,5,0,0,0,0,15,88,0,0,0,0,121
2013,3,Deir Ezzor,13,35,2,44,0,2,0,0,1,0,2,0,0,0,0,0,5,36,0,0,0,4,48
2013,3,Hama,81,24,7,75,10,13,0,0,0,0,0,1,9,0,0,0,9,34,0,0,0,52,105
2013,3,Hasakeh,5,16,0,19,0,2,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,21
2013,3,Homs,240,34,61,166,7,40,0,0,5,0,0,113,3,2,0,0,72,41,0,1,0,37,274
2013,3,Idlib,96,39,16,91,15,13,0,0,1,0,16,0,1,0,0,0,19,42,0,0,0,56,135
2013,3,Lattakia,7,3,2,8,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,2,10
2013,3,Quneitra,10,0,0,10,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,10
2013,3,Raqqa,18,12,2,25,2,1,0,0,0,2,0,1,0,0,0,0,15,6,0,0,0,6,30
2013,3,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,Tartous,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3
2013,4,Aleppo,153,44,19,138,18,22,0,0,0,0,0,9,0,0,1,0,101,78,0,1,0,7,197
2013,4,Damascus,37,7,3,39,1,1,0,2,1,2,2,5,4,0,0,0,10,17,0,1,0,0,44
2013,4,Damascus Suburbs,199,24,10,186,11,16,0,0,0,0,1,42,1,0,0,0,75,62,0,1,0,41,223
2013,4,Daraa,64,64,6,109,3,10,0,1,5,2,0,3,1,0,7,0,27,82,0,0,0,0,128
2013,4,Deir Ezzor,31,12,14,26,3,0,0,0,1,2,0,1,0,0,0,0,14,25,0,0,0,0,43
2013,4,Hama,51,9,9,41,5,5,0,0,0,0,10,10,0,0,0,0,21,9,0,0,0,10,60
2013,4,Hasakeh,9,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,11
2013,4,Homs,70,64,8,109,0,17,0,0,3,0,0,15,1,0,1,1,28,77,0,0,0,8,134
2013,4,Idlib,56,51,6,83,3,15,0,2,1,0,0,5,0,0,0,0,35,54,0,0,0,10,107
2013,4,Lattakia,7,4,2,9,0,0,0,0,2,0,0,0,3,0,0,0,2,4,0,0,0,0,11
2013,4,Quneitra,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,4,Raqqa,5,4,0,6,1,2,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,9
2013,4,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,Aleppo,239,30,25,186,25,33,0,5,3,1,0,45,20,0,0,1,74,50,0,0,0,70,269
2013,5,Damascus,62,17,4,72,2,1,0,0,5,1,0,13,2,1,0,0,26,31,0,0,0,0,79
2013,5,Damascus Suburbs,150,102,5,226,6,15,0,2,5,1,1,48,2,0,0,1,57,119,0,0,0,16,252
2013,5,Daraa,44,23,1,60,2,4,0,6,3,1,0,6,2,0,0,0,13,36,0,0,0,0,67
2013,5,Deir Ezzor,13,27,2,36,0,2,0,0,2,0,0,1,1,0,0,0,6,28,0,0,0,2,40
2013,5,Hama,41,20,12,43,0,6,0,1,0,1,1,2,1,0,0,0,27,24,0,0,0,4,61
2013,5,Hasakeh,7,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
2013,5,Homs,57,47,7,78,4,15,0,0,4,0,0,3,0,0,0,0,31,52,0,0,0,14,104
2013,5,Idlib,69,34,6,83,7,7,0,2,1,1,0,4,0,0,0,0,47,46,0,0,0,2,103
2013,5,Lattakia,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2013,5,Quneitra,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4
2013,5,Raqqa,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
2013,5,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,Tartous,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2013,6,Aleppo,231,102,15,277,18,23,0,0,0,0,0,110,1,0,0,1,99,114,0,0,0,8,333
2013,6,Damascus,99,31,11,105,4,10,0,0,11,0,5,15,0,0,0,0,50,45,0,0,0,4,130
2013,6,Damascus Suburbs,165,76,10,203,9,19,0,2,10,0,1,10,0,1,2,1,102,102,0,0,0,10,241
2013,6,Daraa,64,29,10,71,3,9,0,0,3,0,0,11,4,0,0,0,29,46,0,0,0,0,93
2013,6,Deir Ezzor,29,30,1,55,1,2,0,2,4,0,0,14,0,0,0,0,11,27,0,1,0,0,59
2013,6,Hama,117,9,25,97,2,2,0,0,1,0,90,1,1,0,0,0,22,10,0,0,0,1,126
2013,6,Hasakeh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6,Homs,88,44,12,108,4,8,0,6,4,0,3,11,0,0,0,0,18,49,0,0,0,41,132
2013,6,Idlib,34,28,4,47,3,8,0,2,1,0,0,0,0,0,0,0,24,30,0,0,0,5,62
2013,6,Lattakia,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2013,6,Quneitra,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,6,Raqqa,3,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,7
2013,6,Sweida,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2013,6,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,Aleppo,143,124,17,217,20,13,0,0,4,0,1,14,0,0,0,0,94,144,0,0,0,10,267
2013,7,Damascus,70,24,5,78,1,10,0,3,6,0,1,1,0,0,0,0,42,36,0,1,0,4,94
2013,7,Damascus Suburbs,130,39,10,138,7,14,0,1,13,3,1,16,0,1,0,0,54,53,0,0,0,27,169
2013,7,Daraa,40,61,5,87,4,5,0,0,3,0,0,8,0,0,0,0,27,62,0,0,0,1,101
2013,7,Deir Ezzor,16,82,0,95,0,3,0,2,1,0,0,0,0,0,0,0,7,85,0,0,0,3,98
2013,7,Hama,33,23,8,41,1,6,0,0,3,0,5,1,0,0,0,0,14,29,0,1,0,3,56
2013,7,Hasakeh,9,4,1,9,0,3,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,13
2013,7,Homs,83,51,15,96,5,18,0,0,4,0,0,12,6,0,9,0,26,54,0,0,0,23,134
2013,7,Idlib,67,30,10,67,8,12,0,0,0,0,6,0,0,0,0,0,39,41,0,0,0,11,97
2013,7,Lattakia,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2013,7,Quneitra,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2013,7,Raqqa,19,3,1,19,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,18,22
2013,7,Sweida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,8,Aleppo,286,62,38,187,48,75,0,0,1,4,0,9,0,0,0,0,232,87,0,0,0,15,348
2013,8,Damascus,125,10,10,120,1,4,0,2,1,4,48,4,0,0,0,0,39,31,0,0,0,6,135
2013,8,Damascus Suburbs,281,53,20,276,6,32,0,1,1,0,11,17,0,2,0,0,106,74,0,0,0,122,334
2013,8,Daraa,83,20,17,75,6,5,0,0,4,1,10,3,0,0,0,0,49,28,0,0,0,8,103
2013,8,Deir Ezzor,12,20,0,31,1,0,0,0,3,0,0,1,0,0,1,0,7,18,0,0,0,2,32
2013,8,Hama,18,22,0,34,2,4,0,1,2,0,0,1,0,0,0,0,8,28,0,0,0,0,40
2013,8,Hasakeh,8,5,1,7,0,5,0,0,1,0,0,1,0,0,0,0,2,4,0,0,0,5,13
2013,8,Homs,57,25,7,64,1,10,0,0,4,0,3,14,0,0,1,0,23,34,0,2,0,1,82
2013,8,Idlib,47,33,8,61,5,6,0,1,1,0,3,15,0,0,0,0,30,18,0,0,0,12,80
2013,8,Lattakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,8,Quneitra,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4
2013,8,Raqqa,17,8,0,21,0,4,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,9,25
2013,8,Sweida,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2013,8,Tartous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
