year,week,province,Adult - Female,Adult - Male,Child - Female,Child - Male
2011,47,Idlib,0.0,22.0,0.0,2.0
2011,47,Lattakia,0.0,0.0,0.0,0.0
2011,47,Quneitra,0.0,0.0,0.0,0.0
2011,47,Raqqa,0.0,2.0,0.0,0.0
2011,47,Sweida,0.0,0.0,0.0,0.0
2011,47,Tartous,0.0,1.0,0.0,0.0
2011,48,Aleppo,0.0,4.0,0.0,0.0
2011,48,Damascus,0.0,5.0,0.0,0.0
2011,48,Damascus Suburbs,0.0,15.0,0.0,1.0
2011,48,Daraa,0.0,3.0,0.0,0.0
2011,48,Deir Ezzor,0.0,3.0,0.0,0.0
2011,48,Hama,2.0,37.0,0.0,3.0
2011,48,Hasakeh,0.0,2.0,0.0,0.0
2011,48,Homs,12.0,97.0,8.0,11.0
2011,48,Idlib,2.0,41.0,0.0,6.0
2011,48,Lattakia,0.0,6.0,0.0,0.0
2011,48,Quneitra,0.0,2.0,0.0,0.0
2011,48,Raqqa,0.0,1.0,0.0,0.0
2011,48,Sweida,0.0,0.0,0.0,0.0
2011,48,Tartous,0.0,1.0,0.0,0.0
2011,49,Aleppo,0.0,2.0,0.0,0.0
2011,49,Damascus,0.0,1.0,0.0,0.0
2011,49,Damascus Suburbs,0.0,32.0,0.0,8.0
2011,49,Daraa,0.0,13.0,4.0,4.0
2011,49,Deir Ezzor,0.0,0.0,0.0,0.0
2011,49,Hama,0.0,26.0,2.0,2.0
2011,49,Hasakeh,0.0,2.0,0.0,0.0
2011,49,Homs,9.0,139.0,2.0,17.0
2011,49,Idlib,2.0,30.0,0.0,8.0
2011,49,Lattakia,0.0,0.0,0.0,0.0
2011,49,Quneitra,0.0,0.0,0.0,0.0
2011,49,Raqqa,0.0,0.0,0.0,0.0
2011,49,Sweida,0.0,0.0,0.0,0.0
2011,49,Tartous,0.0,0.0,0.0,1.0
2011,50,Aleppo,0.0,0.0,0.0,0.0
2011,50,Damascus,0.0,4.0,0.0,0.0
2011,50,Damascus Suburbs,0.0,7.0,0.0,1.0
2011,50,Daraa,0.0,24.0,0.0,1.0
2011,50,Deir Ezzor,0.0,5.0,0.0,3.0
2011,50,Hama,3.0,43.0,1.0,3.0
2011,50,Hasakeh,2.0,1.0,0.0,0.0
2011,50,Homs,9.0,83.0,1.0,10.0
2011,50,Idlib,0.0,73.0,1.0,2.0
2011,50,Lattakia,0.0,2.0,0.0,0.0
2011,50,Quneitra,0.0,0.0,0.0,0.0
2011,50,Raqqa,0.0,1.0,0.0,0.0
2011,50,Sweida,0.0,0.0,0.0,0.0
2011,50,Tartous,0.0,0.0,0.0,0.0
2011,51,Aleppo,2.0,2.0,0.0,0.0
2011,51,Damascus,0.0,9.0,0.0,0.0
2011,51,Damascus Suburbs,2.0,28.0,0.0,0.0
2011,51,Daraa,1.0,36.0,0.0,9.0
2011,51,Deir Ezzor,0.0,7.0,0.0,8.0
2011,51,Hama,0.0,28.0,0.0,4.0
2011,51,Hasakeh,0.0,0.0,0.0,0.0
2011,51,Homs,8.0,137.0,2.0,5.0
2011,51,Idlib,2.0,137.0,0.0,11.0
2011,51,Lattakia,0.0,4.0,0.0,0.0
2011,51,Quneitra,0.0,2.0,0.0,0.0
2011,51,Raqqa,0.0,0.0,0.0,0.0
2011,51,Sweida,4.0,2.0,0.0,0.0
2011,51,Tartous,0.0,0.0,0.0,0.0
2011,52,Aleppo,0.0,4.0,0.0,0.0
2011,52,Damascus,0.0,6.0,0.0,2.0
2011,52,Damascus Suburbs,1.0,29.0,0.0,1.0
2011,52,Daraa,0.0,20.0,0.0,2.0
2011,52,Deir Ezzor,0.0,5.0,2.0,0.0
2011,52,Hama,2.0,53.0,1.0,6.0
2011,52,Hasakeh,0.0,0.0,0.0,0.0
2011,52,Homs,8.0,116.0,2.0,5.0
2011,52,Idlib,1.0,25.0,2.0,0.0
2011,52,Lattakia,0.0,8.0,0.0,0.0
2011,52,Quneitra,0.0,0.0,0.0,0.0
2011,52,Raqqa,0.0,0.0,0.0,0.0
2011,52,Sweida,0.0,0.0,0.0,0.0
2011,52,Tartous,0.0,1.0,0.0,0.0
2012,1,Aleppo,3.0,24.0,4.0,0.0
2012,1,Damascus,0.0,19.0,1.0,1.0
2012,1,Damascus Suburbs,8.0,89.0,0.0,8.0
2012,1,Daraa,0.0,15.0,0.0,0.0
2012,1,Deir Ezzor,1.0,17.0,0.0,0.0
2012,1,Hama,0.0,25.0,0.0,2.0
2012,1,Hasakeh,0.0,4.0,0.0,0.0
2012,1,Homs,1.0,72.0,1.0,5.0
2012,1,Idlib,1.0,33.0,0.0,3.0
2012,1,Lattakia,0.0,4.0,0.0,0.0
2012,1,Quneitra,0.0,3.0,0.0,0.0
2012,1,Raqqa,0.0,1.0,0.0,0.0
2012,1,Sweida,0.0,0.0,0.0,0.0
2012,1,Tartous,0.0,0.0,0.0,0.0
2012,2,Aleppo,0.0,5.0,1.0,1.0
2012,2,Damascus,0.0,0.0,0.0,0.0
2012,2,Damascus Suburbs,0.0,34.0,1.0,2.0
2012,2,Daraa,0.0,2.0,0.0,1.0
2012,2,Deir Ezzor,0.0,25.0,0.0,1.0
2012,2,Hama,0.0,13.0,0.0,1.0
2012,2,Hasakeh,0.0,6.0,0.0,0.0
2012,2,Homs,4.0,54.0,2.0,1.0
2012,2,Idlib,3.0,27.0,1.0,4.0
2012,2,Lattakia,0.0,1.0,0.0,0.0
2012,2,Quneitra,0.0,1.0,0.0,0.0
2012,2,Raqqa,0.0,0.0,0.0,0.0
2012,2,Sweida,0.0,0.0,0.0,0.0
2012,2,Tartous,0.0,0.0,0.0,0.0
2012,3,Aleppo,0.0,7.0,1.0,0.0
2012,3,Damascus,0.0,0.0,0.0,0.0
2012,3,Damascus Suburbs,0.0,56.0,0.0,2.0
2012,3,Daraa,0.0,7.0,0.0,0.0
2012,3,Deir Ezzor,0.0,7.0,0.0,2.0
2012,3,Hama,2.0,20.0,0.0,0.0
2012,3,Hasakeh,0.0,2.0,0.0,0.0
2012,3,Homs,3.0,77.0,4.0,4.0
2012,3,Idlib,2.0,84.0,0.0,0.0
2012,3,Lattakia,0.0,9.0,0.0,0.0
2012,3,Quneitra,0.0,0.0,0.0,0.0
2012,3,Raqqa,0.0,1.0,0.0,2.0
2012,3,Sweida,0.0,0.0,0.0,0.0
2012,3,Tartous,0.0,0.0,0.0,0.0
2012,4,Aleppo,0.0,15.0,1.0,0.0
2012,4,Damascus,0.0,11.0,0.0,3.0
2012,4,Damascus Suburbs,2.0,92.0,0.0,4.0
2012,4,Daraa,1.0,35.0,0.0,6.0
2012,4,Deir Ezzor,0.0,3.0,0.0,2.0
2012,4,Hama,2.0,54.0,0.0,4.0
2012,4,Hasakeh,0.0,0.0,0.0,0.0
2012,4,Homs,18.0,120.0,3.0,15.0
2012,4,Idlib,0.0,37.0,0.0,0.0
2012,4,Lattakia,0.0,7.0,0.0,0.0
2012,4,Quneitra,0.0,2.0,0.0,0.0
2012,4,Raqqa,0.0,1.0,0.0,0.0
2012,4,Sweida,0.0,0.0,0.0,0.0
2012,4,Tartous,0.0,0.0,0.0,0.0
2012,5,Aleppo,0.0,8.0,0.0,0.0
2012,5,Damascus,0.0,8.0,0.0,0.0
2012,5,Damascus Suburbs,6.0,77.0,1.0,11.0
2012,5,Daraa,1.0,32.0,0.0,0.0
2012,5,Deir Ezzor,0.0,1.0,1.0,4.0
2012,5,Hama,0.0,9.0,0.0,0.0
2012,5,Hasakeh,0.0,4.0,0.0,0.0
2012,5,Homs,19.0,311.0,8.0,19.0
2012,5,Idlib,1.0,52.0,4.0,4.0
2012,5,Lattakia,0.0,4.0,0.0,0.0
2012,5,Quneitra,0.0,1.0,0.0,0.0
2012,5,Raqqa,0.0,0.0,0.0,0.0
2012,5,Sweida,0.0,0.0,0.0,0.0
2012,5,Tartous,0.0,1.0,0.0,0.0
2012,6,Aleppo,0.0,25.0,0.0,0.0
2012,6,Damascus,0.0,12.0,0.0,1.0
2012,6,Damascus Suburbs,2.0,80.0,0.0,9.0
2012,6,Daraa,0.0,50.0,1.0,3.0
2012,6,Deir Ezzor,1.0,10.0,0.0,0.0
2012,6,Hama,0.0,18.0,1.0,0.0
2012,6,Hasakeh,0.0,2.0,0.0,0.0
2012,6,Homs,41.0,245.0,22.0,35.0
2012,6,Idlib,5.0,52.0,0.0,1.0
2012,6,Lattakia,0.0,5.0,0.0,0.0
2012,6,Quneitra,0.0,0.0,0.0,0.0
2012,6,Raqqa,0.0,1.0,0.0,0.0
2012,6,Sweida,0.0,0.0,0.0,0.0
2012,6,Tartous,0.0,0.0,0.0,0.0
2012,7,Aleppo,0.0,27.0,0.0,0.0
2012,7,Damascus,0.0,15.0,0.0,4.0
2012,7,Damascus Suburbs,5.0,25.0,0.0,4.0
2012,7,Daraa,0.0,33.0,4.0,1.0
2012,7,Deir Ezzor,0.0,19.0,0.0,0.0
2012,7,Hama,1.0,43.0,0.0,4.0
2012,7,Hasakeh,0.0,2.0,0.0,0.0
2012,7,Homs,1.0,78.0,5.0,4.0
2012,7,Idlib,1.0,79.0,0.0,1.0
2012,7,Lattakia,0.0,1.0,0.0,1.0
2012,7,Quneitra,0.0,0.0,0.0,0.0
2012,7,Raqqa,0.0,2.0,0.0,0.0
2012,7,Sweida,0.0,0.0,0.0,0.0
2012,7,Tartous,0.0,0.0,0.0,0.0
2012,8,Aleppo,2.0,16.0,0.0,5.0
2012,8,Damascus,0.0,6.0,0.0,1.0
2012,8,Damascus Suburbs,0.0,12.0,0.0,0.0
2012,8,Daraa,1.0,26.0,0.0,3.0
2012,8,Deir Ezzor,0.0,10.0,0.0,2.0
2012,8,Hama,5.0,47.0,7.0,12.0
2012,8,Hasakeh,0.0,16.0,0.0,0.0
2012,8,Homs,3.0,145.0,11.0,17.0
2012,8,Idlib,1.0,116.0,1.0,7.0
2012,8,Lattakia,0.0,1.0,0.0,0.0
2012,8,Quneitra,0.0,4.0,0.0,0.0
2012,8,Raqqa,0.0,3.0,0.0,0.0
2012,8,Sweida,0.0,0.0,0.0,0.0
2012,8,Tartous,0.0,0.0,0.0,0.0
2012,9,Aleppo,0.0,38.0,0.0,2.0
2012,9,Damascus,0.0,10.0,0.0,0.0
2012,9,Damascus Suburbs,2.0,47.0,0.0,1.0
2012,9,Daraa,0.0,29.0,2.0,0.0
2012,9,Deir Ezzor,1.0,21.0,0.0,4.0
2012,9,Hama,0.0,46.0,0.0,1.0
2012,9,Hasakeh,0.0,0.0,0.0,0.0
2012,9,Homs,9.0,151.0,19.0,23.0
2012,9,Idlib,5.0,71.0,2.0,4.0
2012,9,Lattakia,0.0,3.0,0.0,0.0
2012,9,Quneitra,0.0,5.0,0.0,0.0
2012,9,Raqqa,0.0,4.0,0.0,0.0
2012,9,Sweida,0.0,0.0,0.0,0.0
2012,9,Tartous,0.0,0.0,0.0,0.0
2012,10,Aleppo,1.0,17.0,0.0,2.0
2012,10,Damascus,0.0,5.0,0.0,0.0
2012,10,Damascus Suburbs,0.0,25.0,0.0,4.0
2012,10,Daraa,0.0,29.0,1.0,2.0
2012,10,Deir Ezzor,0.0,6.0,0.0,2.0
2012,10,Hama,1.0,18.0,1.0,0.0
2012,10,Hasakeh,0.0,2.0,0.0,0.0
2012,10,Homs,24.0,182.0,20.0,22.0
2012,10,Idlib,5.0,104.0,4.0,7.0
2012,10,Lattakia,0.0,2.0,0.0,0.0
2012,10,Quneitra,0.0,0.0,0.0,0.0
2012,10,Raqqa,0.0,0.0,0.0,0.0
2012,10,Sweida,0.0,0.0,0.0,0.0
2012,10,Tartous,0.0,0.0,0.0,0.0
2012,11,Aleppo,0.0,18.0,0.0,0.0
2012,11,Damascus,0.0,1.0,0.0,0.0
2012,11,Damascus Suburbs,0.0,34.0,0.0,2.0
2012,11,Daraa,0.0,40.0,0.0,7.0
2012,11,Deir Ezzor,0.0,25.0,0.0,0.0
2012,11,Hama,1.0,30.0,0.0,5.0
2012,11,Hasakeh,0.0,4.0,0.0,0.0
2012,11,Homs,7.0,102.0,6.0,4.0
2012,11,Idlib,2.0,177.0,1.0,8.0
2012,11,Lattakia,0.0,6.0,0.0,0.0
2012,11,Quneitra,0.0,3.0,0.0,0.0
2012,11,Raqqa,0.0,24.0,0.0,1.0
2012,11,Sweida,0.0,0.0,0.0,0.0
2012,11,Tartous,0.0,1.0,0.0,0.0
2012,12,Aleppo,1.0,26.0,0.0,0.0
2012,12,Damascus,0.0,4.0,0.0,0.0
2012,12,Damascus Suburbs,0.0,21.0,0.0,0.0
2012,12,Daraa,2.0,43.0,2.0,1.0
2012,12,Deir Ezzor,1.0,12.0,0.0,0.0
2012,12,Hama,2.0,43.0,2.0,5.0
2012,12,Hasakeh,0.0,3.0,0.0,0.0
2012,12,Homs,9.0,188.0,16.0,14.0
2012,12,Idlib,12.0,103.0,9.0,9.0
2012,12,Lattakia,0.0,7.0,0.0,0.0
2012,12,Quneitra,0.0,1.0,0.0,0.0
2012,12,Raqqa,0.0,2.0,0.0,0.0
2012,12,Sweida,0.0,0.0,0.0,0.0
2012,12,Tartous,0.0,0.0,0.0,0.0
2012,13,Aleppo,0.0,18.0,0.0,1.0
2012,13,Damascus,0.0,7.0,0.0,0.0
2012,13,Damascus Suburbs,4.0,21.0,3.0,1.0
2012,13,Daraa,0.0,63.0,1.0,1.0
2012,13,Deir Ezzor,0.0,27.0,2.0,0.0
2012,13,Hama,2.0,38.0,0.0,2.0
2012,13,Hasakeh,0.0,3.0,0.0,0.0
2012,13,Homs,8.0,122.0,7.0,21.0
2012,13,Idlib,10.0,98.0,4.0,8.0
2012,13,Lattakia,0.0,2.0,0.0,0.0
2012,13,Quneitra,0.0,0.0,0.0,0.0
2012,13,Raqqa,0.0,0.0,0.0,0.0
2012,13,Sweida,0.0,0.0,0.0,0.0
2012,13,Tartous,0.0,0.0,0.0,0.0
2012,14,Aleppo,1.0,41.0,0.0,1.0
2012,14,Damascus,0.0,3.0,0.0,0.0
2012,14,Damascus Suburbs,4.0,32.0,2.0,1.0
2012,14,Daraa,0.0,15.0,0.0,0.0
2012,14,Deir Ezzor,0.0,8.0,2.0,0.0
2012,14,Hama,3.0,126.0,2.0,5.0
2012,14,Hasakeh,0.0,1.0,0.0,0.0
2012,14,Homs,21.0,198.0,7.0,13.0
2012,14,Idlib,3.0,176.0,3.0,7.0
2012,14,Lattakia,0.0,1.0,0.0,0.0
2012,14,Quneitra,0.0,0.0,0.0,0.0
2012,14,Raqqa,0.0,0.0,0.0,0.0
2012,14,Sweida,0.0,0.0,0.0,0.0
2012,14,Tartous,0.0,0.0,0.0,0.0
2012,15,Aleppo,0.0,40.0,0.0,6.0
2012,15,Damascus,0.0,5.0,0.0,0.0
2012,15,Damascus Suburbs,1.0,28.0,1.0,7.0
2012,15,Daraa,0.0,29.0,0.0,0.0
2012,15,Deir Ezzor,0.0,4.0,0.0,1.0
2012,15,Hama,4.0,43.0,12.0,4.0
2012,15,Hasakeh,0.0,3.0,0.0,0.0
2012,15,Homs,30.0,283.0,11.0,12.0
2012,15,Idlib,0.0,66.0,0.0,2.0
2012,15,Lattakia,0.0,2.0,0.0,0.0
2012,15,Quneitra,0.0,0.0,0.0,0.0
2012,15,Raqqa,0.0,0.0,0.0,0.0
2012,15,Sweida,0.0,0.0,0.0,0.0
2012,15,Tartous,0.0,2.0,0.0,0.0
2012,16,Aleppo,0.0,43.0,0.0,2.0
2012,16,Damascus,0.0,21.0,0.0,0.0
2012,16,Damascus Suburbs,0.0,38.0,1.0,2.0
2012,16,Daraa,1.0,32.0,0.0,0.0
2012,16,Deir Ezzor,4.0,15.0,0.0,0.0
2012,16,Hama,1.0,23.0,0.0,3.0
2012,16,Hasakeh,0.0,3.0,0.0,0.0
2012,16,Homs,7.0,224.0,2.0,1.0
2012,16,Idlib,0.0,116.0,0.0,4.0
2012,16,Lattakia,0.0,2.0,0.0,0.0
2012,16,Quneitra,0.0,0.0,0.0,0.0
2012,16,Raqqa,0.0,0.0,0.0,0.0
2012,16,Sweida,0.0,0.0,0.0,0.0
2012,16,Tartous,0.0,0.0,0.0,0.0
2012,17,Aleppo,1.0,16.0,0.0,0.0
2012,17,Damascus,0.0,8.0,0.0,2.0
2012,17,Damascus Suburbs,0.0,37.0,1.0,2.0
2012,17,Daraa,1.0,11.0,0.0,3.0
2012,17,Deir Ezzor,1.0,19.0,0.0,3.0
2012,17,Hama,8.0,113.0,2.0,8.0
2012,17,Hasakeh,0.0,2.0,0.0,0.0
2012,17,Homs,8.0,81.0,2.0,3.0
2012,17,Idlib,8.0,41.0,6.0,5.0
2012,17,Lattakia,0.0,0.0,0.0,0.0
2012,17,Quneitra,0.0,0.0,0.0,0.0
2012,17,Raqqa,0.0,1.0,0.0,0.0
2012,17,Sweida,0.0,0.0,0.0,0.0
2012,17,Tartous,0.0,0.0,0.0,0.0
2012,18,Aleppo,1.0,15.0,0.0,1.0
2012,18,Damascus,0.0,31.0,0.0,0.0
2012,18,Damascus Suburbs,0.0,24.0,0.0,0.0
2012,18,Daraa,0.0,18.0,0.0,3.0
2012,18,Deir Ezzor,1.0,14.0,0.0,1.0
2012,18,Hama,0.0,21.0,0.0,4.0
2012,18,Hasakeh,0.0,2.0,0.0,0.0
2012,18,Homs,4.0,107.0,4.0,3.0
2012,18,Idlib,6.0,41.0,2.0,2.0
2012,18,Lattakia,0.0,0.0,0.0,0.0
2012,18,Quneitra,0.0,0.0,0.0,0.0
2012,18,Raqqa,0.0,0.0,0.0,1.0
2012,18,Sweida,0.0,0.0,0.0,2.0
2012,18,Tartous,0.0,0.0,0.0,0.0
2012,19,Aleppo,2.0,16.0,0.0,0.0
2012,19,Damascus,8.0,27.0,2.0,0.0
2012,19,Damascus Suburbs,5.0,58.0,0.0,5.0
2012,19,Daraa,0.0,14.0,2.0,3.0
2012,19,Deir Ezzor,2.0,25.0,2.0,0.0
2012,19,Hama,12.0,50.0,0.0,5.0
2012,19,Hasakeh,0.0,5.0,0.0,2.0
2012,19,Homs,14.0,90.0,0.0,8.0
2012,19,Idlib,2.0,48.0,1.0,2.0
2012,19,Lattakia,0.0,1.0,0.0,0.0
2012,19,Quneitra,0.0,0.0,0.0,0.0
2012,19,Raqqa,0.0,1.0,0.0,0.0
2012,19,Sweida,0.0,0.0,0.0,0.0
2012,19,Tartous,0.0,0.0,0.0,0.0
2012,20,Aleppo,1.0,12.0,1.0,1.0
2012,20,Damascus,0.0,10.0,0.0,3.0
2012,20,Damascus Suburbs,0.0,37.0,4.0,6.0
2012,20,Daraa,2.0,11.0,3.0,2.0
2012,20,Deir Ezzor,0.0,14.0,2.0,3.0
2012,20,Hama,3.0,45.0,0.0,6.0
2012,20,Hasakeh,0.0,1.0,0.0,0.0
2012,20,Homs,3.0,85.0,3.0,8.0
2012,20,Idlib,2.0,61.0,0.0,8.0
2012,20,Lattakia,0.0,2.0,0.0,0.0
2012,20,Quneitra,0.0,0.0,0.0,0.0
2012,20,Raqqa,0.0,1.0,0.0,0.0
2012,20,Sweida,0.0,1.0,0.0,0.0
2012,20,Tartous,0.0,3.0,0.0,1.0
2012,21,Aleppo,0.0,24.0,1.0,7.0
2012,21,Damascus,0.0,23.0,0.0,1.0
2012,21,Damascus Suburbs,0.0,40.0,0.0,5.0
2012,21,Daraa,7.0,28.0,2.0,0.0
2012,21,Deir Ezzor,0.0,13.0,0.0,0.0
2012,21,Hama,6.0,70.0,4.0,23.0
2012,21,Hasakeh,2.0,6.0,0.0,0.0
2012,21,Homs,28.0,87.0,26.0,49.0
2012,21,Idlib,0.0,28.0,2.0,3.0
2012,21,Lattakia,1.0,1.0,0.0,0.0
2012,21,Quneitra,0.0,0.0,0.0,0.0
2012,21,Raqqa,0.0,3.0,0.0,0.0
2012,21,Sweida,0.0,0.0,0.0,0.0
2012,21,Tartous,0.0,3.0,0.0,0.0
2012,22,Aleppo,1.0,32.0,0.0,5.0
2012,22,Damascus,0.0,15.0,0.0,1.0
2012,22,Damascus Suburbs,4.0,79.0,1.0,8.0
2012,22,Daraa,2.0,37.0,0.0,3.0
2012,22,Deir Ezzor,0.0,35.0,0.0,3.0
2012,22,Hama,1.0,26.0,0.0,8.0
2012,22,Hasakeh,0.0,3.0,0.0,0.0
2012,22,Homs,5.0,126.0,2.0,8.0
2012,22,Idlib,4.0,23.0,1.0,5.0
2012,22,Lattakia,0.0,2.0,0.0,0.0
2012,22,Quneitra,0.0,0.0,0.0,0.0
2012,22,Raqqa,0.0,1.0,0.0,0.0
2012,22,Sweida,0.0,0.0,0.0,0.0
2012,22,Tartous,0.0,0.0,0.0,0.0
2012,23,Aleppo,0.0,29.0,0.0,0.0
2012,23,Damascus,0.0,22.0,0.0,2.0
2012,23,Damascus Suburbs,1.0,48.0,3.0,3.0
2012,23,Daraa,11.0,27.0,2.0,3.0
2012,23,Deir Ezzor,0.0,9.0,0.0,0.0
2012,23,Hama,4.0,105.0,0.0,12.0
2012,23,Hasakeh,0.0,7.0,0.0,2.0
2012,23,Homs,6.0,115.0,3.0,2.0
2012,23,Idlib,4.0,51.0,1.0,6.0
2012,23,Lattakia,7.0,61.0,5.0,8.0
2012,23,Quneitra,0.0,1.0,0.0,0.0
2012,23,Raqqa,0.0,5.0,0.0,0.0
2012,23,Sweida,0.0,0.0,0.0,0.0
2012,23,Tartous,0.0,0.0,0.0,0.0
2012,24,Aleppo,2.0,29.0,2.0,4.0
2012,24,Damascus,3.0,13.0,0.0,0.0
2012,24,Damascus Suburbs,9.0,80.0,3.0,4.0
2012,24,Daraa,0.0,43.0,1.0,2.0
2012,24,Deir Ezzor,5.0,60.0,1.0,8.0
2012,24,Hama,2.0,31.0,4.0,1.0
2012,24,Hasakeh,0.0,6.0,0.0,0.0
2012,24,Homs,8.0,122.0,10.0,10.0
2012,24,Idlib,4.0,75.0,4.0,2.0
2012,24,Lattakia,0.0,17.0,0.0,0.0
2012,24,Quneitra,0.0,0.0,0.0,0.0
2012,24,Raqqa,0.0,4.0,0.0,0.0
2012,24,Sweida,0.0,0.0,0.0,0.0
2012,24,Tartous,0.0,1.0,0.0,0.0
2012,25,Aleppo,6.0,49.0,1.0,7.0
2012,25,Damascus,0.0,12.0,0.0,4.0
2012,25,Damascus Suburbs,5.0,198.0,1.0,13.0
2012,25,Daraa,5.0,107.0,4.0,7.0
2012,25,Deir Ezzor,7.0,102.0,11.0,15.0
2012,25,Hama,4.0,56.0,5.0,2.0
2012,25,Hasakeh,0.0,4.0,0.0,0.0
2012,25,Homs,5.0,130.0,0.0,8.0
2012,25,Idlib,4.0,36.0,3.0,1.0
2012,25,Lattakia,1.0,15.0,0.0,2.0
2012,25,Quneitra,0.0,0.0,0.0,0.0
2012,25,Raqqa,0.0,0.0,0.0,0.0
2012,25,Sweida,0.0,0.0,0.0,0.0
2012,25,Tartous,0.0,0.0,0.0,0.0
2012,26,Aleppo,6.0,49.0,1.0,5.0
2012,26,Damascus,0.0,14.0,1.0,3.0
2012,26,Damascus Suburbs,27.0,242.0,7.0,15.0
2012,26,Daraa,4.0,101.0,4.0,9.0
2012,26,Deir Ezzor,13.0,102.0,3.0,12.0
2012,26,Hama,4.0,30.0,0.0,1.0
2012,26,Hasakeh,0.0,4.0,0.0,0.0
2012,26,Homs,12.0,79.0,3.0,4.0
2012,26,Idlib,13.0,89.0,4.0,10.0
2012,26,Lattakia,1.0,5.0,0.0,0.0
2012,26,Quneitra,0.0,1.0,0.0,0.0
2012,26,Raqqa,0.0,0.0,0.0,0.0
2012,26,Sweida,0.0,0.0,0.0,0.0
2012,26,Tartous,0.0,0.0,0.0,0.0
2012,27,Aleppo,5.0,57.0,2.0,6.0
2012,27,Damascus,0.0,19.0,0.0,4.0
2012,27,Damascus Suburbs,11.0,123.0,4.0,8.0
2012,27,Daraa,7.0,45.0,2.0,12.0
2012,27,Deir Ezzor,6.0,64.0,1.0,13.0
2012,27,Hama,1.0,38.0,1.0,5.0
2012,27,Hasakeh,0.0,1.0,0.0,0.0
2012,27,Homs,6.0,90.0,0.0,3.0
2012,27,Idlib,13.0,74.0,7.0,11.0
2012,27,Lattakia,0.0,5.0,0.0,0.0
2012,27,Quneitra,0.0,1.0,0.0,0.0
2012,27,Raqqa,0.0,3.0,0.0,0.0
2012,27,Sweida,0.0,2.0,0.0,0.0
2012,27,Tartous,0.0,0.0,0.0,0.0
2012,28,Aleppo,1.0,61.0,1.0,4.0
2012,28,Damascus,3.0,32.0,0.0,3.0
2012,28,Damascus Suburbs,8.0,90.0,1.0,5.0
2012,28,Daraa,5.0,48.0,4.0,4.0
2012,28,Deir Ezzor,7.0,112.0,3.0,10.0
2012,28,Hama,5.0,96.0,1.0,14.0
2012,28,Hasakeh,0.0,6.0,0.0,0.0
2012,28,Homs,18.0,127.0,4.0,15.0
2012,28,Idlib,6.0,96.0,2.0,15.0
2012,28,Lattakia,0.0,8.0,0.0,0.0
2012,28,Quneitra,0.0,0.0,0.0,0.0
2012,28,Raqqa,0.0,1.0,0.0,0.0
2012,28,Sweida,0.0,2.0,0.0,0.0
2012,28,Tartous,0.0,0.0,0.0,0.0
2012,29,Aleppo,5.0,159.0,7.0,3.0
2012,29,Damascus,5.0,239.0,4.0,16.0
2012,29,Damascus Suburbs,12.0,363.0,6.0,20.0
2012,29,Daraa,10.0,71.0,3.0,17.0
2012,29,Deir Ezzor,15.0,111.0,11.0,10.0
2012,29,Hama,6.0,129.0,11.0,11.0
2012,29,Hasakeh,0.0,4.0,0.0,0.0
2012,29,Homs,13.0,161.0,8.0,16.0
2012,29,Idlib,11.0,135.0,9.0,11.0
2012,29,Lattakia,0.0,19.0,0.0,0.0
2012,29,Quneitra,2.0,7.0,0.0,2.0
2012,29,Raqqa,0.0,3.0,0.0,2.0
2012,29,Sweida,0.0,4.0,0.0,0.0
2012,29,Tartous,0.0,1.0,0.0,0.0
2012,30,Aleppo,18.0,236.0,3.0,20.0
2012,30,Damascus,2.0,158.0,0.0,7.0
2012,30,Damascus Suburbs,13.0,215.0,6.0,13.0
2012,30,Daraa,12.0,192.0,8.0,9.0
2012,30,Deir Ezzor,17.0,89.0,10.0,8.0
2012,30,Hama,5.0,68.0,6.0,11.0
2012,30,Hasakeh,0.0,27.0,0.0,0.0
2012,30,Homs,14.0,115.0,7.0,18.0
2012,30,Idlib,15.0,112.0,11.0,16.0
2012,30,Lattakia,3.0,24.0,0.0,0.0
2012,30,Quneitra,0.0,2.0,0.0,0.0
2012,30,Raqqa,1.0,3.0,0.0,0.0
2012,30,Sweida,0.0,0.0,0.0,0.0
2012,30,Tartous,0.0,0.0,0.0,0.0
2012,31,Aleppo,13.0,106.0,3.0,9.0
2012,31,Damascus,2.0,118.0,0.0,8.0
2012,31,Damascus Suburbs,11.0,208.0,1.0,10.0
2012,31,Daraa,7.0,92.0,4.0,5.0
2012,31,Deir Ezzor,12.0,70.0,5.0,7.0
2012,31,Hama,2.0,45.0,3.0,11.0
2012,31,Hasakeh,0.0,1.0,0.0,0.0
2012,31,Homs,5.0,78.0,2.0,6.0
2012,31,Idlib,4.0,98.0,2.0,2.0
2012,31,Lattakia,3.0,4.0,0.0,0.0
2012,31,Quneitra,0.0,1.0,0.0,0.0
2012,31,Raqqa,0.0,4.0,0.0,0.0
2012,31,Sweida,0.0,1.0,0.0,0.0
2012,31,Tartous,0.0,0.0,0.0,0.0
2012,32,Aleppo,25.0,254.0,11.0,30.0
2012,32,Damascus,1.0,60.0,0.0,0.0
2012,32,Damascus Suburbs,18.0,243.0,3.0,19.0
2012,32,Daraa,16.0,104.0,3.0,8.0
2012,32,Deir Ezzor,6.0,81.0,5.0,4.0
2012,32,Hama,6.0,31.0,2.0,8.0
2012,32,Hasakeh,0.0,2.0,0.0,0.0
2012,32,Homs,21.0,123.0,12.0,32.0
