year,week,province,Adult - Female,Adult - Male,Child - Female,Child - Male
2012,32,Idlib,20.0,201.0,11.0,14.0
2012,32,Lattakia,2.0,12.0,0.0,2.0
2012,32,Quneitra,0.0,2.0,0.0,0.0
2012,32,Raqqa,0.0,6.0,0.0,0.0
2012,32,Sweida,0.0,0.0,0.0,0.0
2012,32,Tartous,0.0,2.0,0.0,0.0
2012,33,Aleppo,28.0,237.0,16.0,31.0
2012,33,Damascus,2.0,92.0,4.0,6.0
2012,33,Damascus Suburbs,16.0,318.0,3.0,19.0
2012,33,Daraa,13.0,119.0,8.0,12.0
2012,33,Deir Ezzor,12.0,91.0,10.0,13.0
2012,33,Hama,7.0,23.0,2.0,3.0
2012,33,Hasakeh,2.0,3.0,0.0,0.0
2012,33,Homs,18.0,121.0,0.0,13.0
2012,33,Idlib,13.0,111.0,6.0,13.0
2012,33,Lattakia,0.0,6.0,0.0,1.0
2012,33,Quneitra,1.0,1.0,0.0,0.0
2012,33,Raqqa,0.0,2.0,0.0,0.0
2012,33,Sweida,0.0,1.0,0.0,0.0
2012,33,Tartous,0.0,0.0,0.0,0.0
2012,34,Aleppo,25.0,221.0,5.0,27.0
2012,34,Damascus,2.0,179.0,2.0,2.0
2012,34,Damascus Suburbs,50.0,565.0,25.0,45.0
2012,34,Daraa,20.0,215.0,9.0,10.0
2012,34,Deir Ezzor,9.0,85.0,14.0,15.0
2012,34,Hama,1.0,61.0,0.0,2.0
2012,34,Hasakeh,0.0,4.0,0.0,0.0
2012,34,Homs,10.0,52.0,6.0,7.0
2012,34,Idlib,21.0,150.0,7.0,19.0
2012,34,Lattakia,2.0,10.0,0.0,1.0
2012,34,Quneitra,0.0,3.0,0.0,0.0
2012,34,Raqqa,0.0,1.0,0.0,1.0
2012,34,Sweida,0.0,0.0,0.0,0.0
2012,34,Tartous,0.0,3.0,0.0,0.0
2012,35,Aleppo,11.0,102.0,3.0,14.0
2012,35,Damascus,11.0,140.0,3.0,13.0
2012,35,Damascus Suburbs,8.0,436.0,10.0,21.0
2012,35,Daraa,9.0,116.0,6.0,15.0
2012,35,Deir Ezzor,11.0,76.0,0.0,7.0
2012,35,Hama,8.0,79.0,3.0,6.0
2012,35,Hasakeh,0.0,3.0,0.0,0.0
2012,35,Homs,7.0,84.0,7.0,7.0
2012,35,Idlib,27.0,124.0,9.0,16.0
2012,35,Lattakia,2.0,19.0,2.0,2.0
2012,35,Quneitra,0.0,1.0,0.0,0.0
2012,35,Raqqa,1.0,9.0,0.0,0.0
2012,35,Sweida,0.0,1.0,0.0,0.0
2012,35,Tartous,0.0,0.0,0.0,0.0
2012,36,Aleppo,31.0,233.0,25.0,26.0
2012,36,Damascus,2.0,100.0,0.0,2.0
2012,36,Damascus Suburbs,12.0,225.0,0.0,8.0
2012,36,Daraa,4.0,82.0,1.0,8.0
2012,36,Deir Ezzor,4.0,87.0,6.0,16.0
2012,36,Hama,1.0,45.0,0.0,2.0
2012,36,Hasakeh,0.0,1.0,0.0,0.0
2012,36,Homs,7.0,47.0,7.0,13.0
2012,36,Idlib,8.0,78.0,1.0,13.0
2012,36,Lattakia,0.0,45.0,2.0,4.0
2012,36,Quneitra,0.0,1.0,0.0,0.0
2012,36,Raqqa,0.0,2.0,0.0,0.0
2012,36,Sweida,0.0,4.0,0.0,0.0
2012,36,Tartous,0.0,3.0,0.0,0.0
2012,37,Aleppo,43.0,363.0,12.0,28.0
2012,37,Damascus,5.0,223.0,0.0,2.0
2012,37,Damascus Suburbs,6.0,252.0,3.0,8.0
2012,37,Daraa,10.0,93.0,6.0,6.0
2012,37,Deir Ezzor,20.0,95.0,2.0,8.0
2012,37,Hama,7.0,49.0,5.0,8.0
2012,37,Hasakeh,0.0,4.0,0.0,0.0
2012,37,Homs,5.0,36.0,4.0,5.0
2012,37,Idlib,18.0,85.0,5.0,10.0
2012,37,Lattakia,2.0,30.0,1.0,0.0
2012,37,Quneitra,0.0,0.0,0.0,0.0
2012,37,Raqqa,0.0,0.0,0.0,0.0
2012,37,Sweida,0.0,0.0,0.0,0.0
2012,37,Tartous,0.0,3.0,0.0,0.0
2012,38,Aleppo,52.0,215.0,31.0,35.0
2012,38,Damascus,7.0,277.0,3.0,5.0
2012,38,Damascus Suburbs,22.0,196.0,9.0,18.0
2012,38,Daraa,18.0,69.0,4.0,4.0
2012,38,Deir Ezzor,11.0,35.0,8.0,8.0
2012,38,Hama,8.0,78.0,1.0,4.0
2012,38,Hasakeh,0.0,4.0,0.0,0.0
2012,38,Homs,12.0,123.0,5.0,2.0
2012,38,Idlib,24.0,50.0,3.0,15.0
2012,38,Lattakia,1.0,6.0,0.0,0.0
2012,38,Quneitra,0.0,1.0,0.0,0.0
2012,38,Raqqa,2.0,57.0,0.0,2.0
2012,38,Sweida,0.0,1.0,0.0,0.0
2012,38,Tartous,0.0,1.0,0.0,0.0
2012,39,Aleppo,23.0,235.0,10.0,31.0
2012,39,Damascus,11.0,151.0,0.0,7.0
2012,39,Damascus Suburbs,25.0,340.0,9.0,12.0
2012,39,Daraa,2.0,79.0,6.0,4.0
2012,39,Deir Ezzor,22.0,282.0,4.0,11.0
2012,39,Hama,5.0,83.0,0.0,2.0
2012,39,Hasakeh,0.0,3.0,0.0,0.0
2012,39,Homs,5.0,88.0,1.0,3.0
2012,39,Idlib,21.0,52.0,8.0,8.0
2012,39,Lattakia,1.0,10.0,0.0,0.0
2012,39,Quneitra,0.0,6.0,0.0,0.0
2012,39,Raqqa,0.0,3.0,0.0,0.0
2012,39,Sweida,0.0,1.0,0.0,0.0
2012,39,Tartous,0.0,0.0,0.0,0.0
2012,40,Aleppo,22.0,232.0,6.0,20.0
2012,40,Damascus,2.0,39.0,0.0,1.0
2012,40,Damascus Suburbs,22.0,341.0,4.0,16.0
2012,40,Daraa,8.0,105.0,4.0,13.0
2012,40,Deir Ezzor,9.0,77.0,2.0,12.0
2012,40,Hama,10.0,45.0,2.0,3.0
2012,40,Hasakeh,0.0,0.0,0.0,0.0
2012,40,Homs,10.0,88.0,7.0,5.0
2012,40,Idlib,7.0,80.0,6.0,8.0
2012,40,Lattakia,0.0,26.0,0.0,1.0
2012,40,Quneitra,0.0,2.0,0.0,0.0
2012,40,Raqqa,0.0,7.0,0.0,0.0
2012,40,Sweida,0.0,3.0,0.0,0.0
2012,40,Tartous,0.0,1.0,0.0,0.0
2012,41,Aleppo,24.0,223.0,6.0,21.0
2012,41,Damascus,6.0,59.0,0.0,7.0
2012,41,Damascus Suburbs,18.0,268.0,6.0,11.0
2012,41,Daraa,6.0,110.0,1.0,9.0
2012,41,Deir Ezzor,4.0,83.0,0.0,0.0
2012,41,Hama,1.0,58.0,0.0,2.0
2012,41,Hasakeh,0.0,2.0,0.0,0.0
2012,41,Homs,7.0,94.0,3.0,10.0
2012,41,Idlib,23.0,232.0,7.0,33.0
2012,41,Lattakia,0.0,23.0,0.0,1.0
2012,41,Quneitra,0.0,0.0,0.0,0.0
2012,41,Raqqa,1.0,3.0,0.0,2.0
2012,41,Sweida,0.0,0.0,0.0,0.0
2012,41,Tartous,0.0,8.0,0.0,0.0
2012,42,Aleppo,28.0,199.0,4.0,15.0
2012,42,Damascus,6.0,33.0,1.0,2.0
2012,42,Damascus Suburbs,31.0,300.0,14.0,18.0
2012,42,Daraa,1.0,59.0,0.0,3.0
2012,42,Deir Ezzor,14.0,85.0,21.0,33.0
2012,42,Hama,1.0,37.0,0.0,4.0
2012,42,Hasakeh,0.0,4.0,0.0,0.0
2012,42,Homs,7.0,81.0,5.0,16.0
2012,42,Idlib,26.0,184.0,21.0,26.0
2012,42,Lattakia,0.0,18.0,1.0,1.0
2012,42,Quneitra,0.0,16.0,0.0,0.0
2012,42,Raqqa,0.0,15.0,2.0,2.0
2012,42,Sweida,0.0,0.0,0.0,0.0
2012,42,Tartous,0.0,0.0,0.0,0.0
2012,43,Aleppo,14.0,140.0,8.0,15.0
2012,43,Damascus,11.0,43.0,5.0,1.0
2012,43,Damascus Suburbs,28.0,287.0,8.0,30.0
2012,43,Daraa,3.0,56.0,0.0,6.0
2012,43,Deir Ezzor,8.0,48.0,2.0,6.0
2012,43,Hama,2.0,14.0,4.0,2.0
2012,43,Hasakeh,0.0,2.0,0.0,0.0
2012,43,Homs,6.0,49.0,5.0,3.0
2012,43,Idlib,21.0,103.0,10.0,16.0
2012,43,Lattakia,0.0,5.0,0.0,0.0
2012,43,Quneitra,0.0,4.0,0.0,0.0
2012,43,Raqqa,1.0,3.0,0.0,0.0
2012,43,Sweida,0.0,0.0,0.0,0.0
2012,43,Tartous,0.0,2.0,0.0,0.0
2012,44,Aleppo,25.0,262.0,5.0,11.0
2012,44,Damascus,11.0,62.0,3.0,5.0
2012,44,Damascus Suburbs,32.0,375.0,29.0,32.0
2012,44,Daraa,2.0,69.0,0.0,7.0
2012,44,Deir Ezzor,5.0,62.0,4.0,12.0
2012,44,Hama,0.0,48.0,2.0,3.0
2012,44,Hasakeh,0.0,0.0,0.0,0.0
2012,44,Homs,5.0,91.0,2.0,9.0
2012,44,Idlib,37.0,233.0,28.0,32.0
2012,44,Lattakia,3.0,13.0,0.0,0.0
2012,44,Quneitra,0.0,5.0,0.0,0.0
2012,44,Raqqa,1.0,5.0,0.0,0.0
2012,44,Sweida,0.0,0.0,0.0,0.0
2012,44,Tartous,0.0,0.0,0.0,0.0
2012,45,Aleppo,10.0,202.0,11.0,16.0
2012,45,Damascus,4.0,112.0,2.0,2.0
2012,45,Damascus Suburbs,18.0,342.0,6.0,30.0
2012,45,Daraa,9.0,80.0,1.0,6.0
2012,45,Deir Ezzor,34.0,64.0,0.0,9.0
2012,45,Hama,3.0,28.0,0.0,0.0
2012,45,Hasakeh,0.0,1.0,0.0,0.0
2012,45,Homs,4.0,54.0,0.0,1.0
2012,45,Idlib,35.0,187.0,21.0,19.0
2012,45,Lattakia,1.0,7.0,0.0,0.0
2012,45,Quneitra,2.0,7.0,0.0,0.0
2012,45,Raqqa,3.0,31.0,0.0,6.0
2012,45,Sweida,0.0,0.0,0.0,0.0
2012,45,Tartous,0.0,0.0,0.0,0.0
2012,46,Aleppo,7.0,164.0,5.0,14.0
2012,46,Damascus,1.0,83.0,2.0,4.0
2012,46,Damascus Suburbs,43.0,252.0,8.0,35.0
2012,46,Daraa,5.0,39.0,1.0,5.0
2012,46,Deir Ezzor,5.0,54.0,2.0,1.0
2012,46,Hama,0.0,29.0,1.0,0.0
2012,46,Hasakeh,2.0,21.0,2.0,2.0
2012,46,Homs,6.0,50.0,2.0,10.0
2012,46,Idlib,9.0,87.0,5.0,7.0
2012,46,Lattakia,0.0,1.0,0.0,1.0
2012,46,Quneitra,0.0,1.0,0.0,0.0
2012,46,Raqqa,1.0,16.0,0.0,0.0
2012,46,Sweida,0.0,0.0,0.0,0.0
2012,46,Tartous,0.0,2.0,0.0,0.0
2012,47,Aleppo,1.0,161.0,3.0,17.0
2012,47,Damascus,7.0,79.0,2.0,4.0
2012,47,Damascus Suburbs,10.0,281.0,8.0,19.0
2012,47,Daraa,6.0,50.0,3.0,3.0
2012,47,Deir Ezzor,1.0,86.0,1.0,5.0
2012,47,Hama,1.0,30.0,0.0,5.0
2012,47,Hasakeh,0.0,12.0,0.0,0.0
2012,47,Homs,3.0,36.0,1.0,4.0
2012,47,Idlib,6.0,53.0,2.0,4.0
2012,47,Lattakia,0.0,34.0,0.0,0.0
2012,47,Quneitra,0.0,9.0,1.0,0.0
2012,47,Raqqa,1.0,5.0,2.0,2.0
2012,47,Sweida,0.0,0.0,0.0,0.0
2012,47,Tartous,0.0,1.0,0.0,0.0
2012,48,Aleppo,12.0,184.0,10.0,24.0
2012,48,Damascus,6.0,66.0,5.0,5.0
2012,48,Damascus Suburbs,25.0,324.0,12.0,54.0
2012,48,Daraa,7.0,63.0,4.0,5.0
2012,48,Deir Ezzor,6.0,41.0,4.0,3.0
2012,48,Hama,2.0,35.0,0.0,2.0
2012,48,Hasakeh,0.0,1.0,0.0,0.0
2012,48,Homs,9.0,67.0,13.0,9.0
2012,48,Idlib,7.0,102.0,5.0,10.0
2012,48,Lattakia,0.0,0.0,0.0,0.0
2012,48,Quneitra,0.0,2.0,0.0,0.0
2012,48,Raqqa,1.0,8.0,1.0,3.0
2012,48,Sweida,0.0,0.0,0.0,0.0
2012,48,Tartous,0.0,0.0,0.0,0.0
2012,49,Aleppo,16.0,136.0,2.0,7.0
2012,49,Damascus,2.0,65.0,0.0,1.0
2012,49,Damascus Suburbs,13.0,329.0,6.0,34.0
2012,49,Daraa,3.0,75.0,2.0,4.0
2012,49,Deir Ezzor,3.0,36.0,2.0,4.0
2012,49,Hama,3.0,24.0,0.0,4.0
2012,49,Hasakeh,0.0,11.0,0.0,1.0
2012,49,Homs,4.0,42.0,0.0,2.0
2012,49,Idlib,9.0,94.0,10.0,17.0
2012,49,Lattakia,0.0,6.0,0.0,0.0
2012,49,Quneitra,0.0,0.0,0.0,0.0
2012,49,Raqqa,2.0,6.0,0.0,0.0
2012,49,Sweida,0.0,0.0,0.0,0.0
2012,49,Tartous,0.0,0.0,0.0,0.0
2012,50,Aleppo,43.0,269.0,19.0,44.0
2012,50,Damascus,14.0,126.0,4.0,11.0
2012,50,Damascus Suburbs,17.0,290.0,8.0,26.0
2012,50,Daraa,6.0,65.0,5.0,8.0
2012,50,Deir Ezzor,1.0,94.0,1.0,11.0
2012,50,Hama,3.0,95.0,1.0,6.0
2012,50,Hasakeh,0.0,16.0,0.0,0.0
2012,50,Homs,9.0,52.0,9.0,2.0
2012,50,Idlib,7.0,113.0,6.0,7.0
2012,50,Lattakia,0.0,6.0,0.0,0.0
2012,50,Quneitra,0.0,5.0,1.0,0.0
2012,50,Raqqa,2.0,6.0,0.0,0.0
2012,50,Sweida,0.0,0.0,0.0,0.0
2012,50,Tartous,0.0,4.0,0.0,0.0
2012,51,Aleppo,26.0,148.0,11.0,32.0
2012,51,Damascus,5.0,128.0,2.0,16.0
2012,51,Damascus Suburbs,15.0,250.0,3.0,19.0
2012,51,Daraa,14.0,179.0,4.0,10.0
2012,51,Deir Ezzor,3.0,68.0,0.0,3.0
2012,51,Hama,9.0,170.0,4.0,28.0
2012,51,Hasakeh,0.0,1.0,0.0,0.0
2012,51,Homs,10.0,47.0,1.0,11.0
2012,51,Idlib,3.0,57.0,1.0,1.0
2012,51,Lattakia,0.0,2.0,0.0,0.0
2012,51,Quneitra,1.0,3.0,0.0,1.0
2012,51,Raqqa,0.0,19.0,0.0,0.0
2012,51,Sweida,0.0,1.0,0.0,0.0
2012,51,Tartous,0.0,0.0,0.0,0.0
2012,52,Aleppo,22.0,169.0,17.0,30.0
2012,52,Damascus,8.0,104.0,2.0,5.0
2012,52,Damascus Suburbs,31.0,235.0,20.0,24.0
2012,52,Daraa,10.0,63.0,4.0,4.0
2012,52,Deir Ezzor,2.0,65.0,0.0,9.0
2012,52,Hama,6.0,98.0,3.0,24.0
2012,52,Hasakeh,0.0,3.0,0.0,0.0
2012,52,Homs,5.0,124.0,7.0,9.0
2012,52,Idlib,10.0,124.0,1.0,6.0
2012,52,Lattakia,0.0,1.0,0.0,0.0
2012,52,Quneitra,0.0,16.0,1.0,0.0
2012,52,Raqqa,6.0,20.0,7.0,13.0
2012,52,Sweida,0.0,3.0,0.0,0.0
2012,52,Tartous,0.0,1.0,0.0,0.0
2013,1,Aleppo,22.0,113.0,7.0,22.0
2013,1,Damascus,4.0,90.0,0.0,1.0
2013,1,Damascus Suburbs,24.0,283.0,16.0,27.0
2013,1,Daraa,17.0,79.0,3.0,4.0
2013,1,Deir Ezzor,0.0,53.0,2.0,2.0
2013,1,Hama,8.0,51.0,4.0,6.0
2013,1,Hasakeh,1.0,1.0,0.0,0.0
2013,1,Homs,11.0,107.0,7.0,6.0
2013,1,Idlib,12.0,55.0,8.0,8.0
2013,1,Lattakia,0.0,3.0,0.0,0.0
2013,1,Quneitra,0.0,3.0,0.0,0.0
2013,1,Raqqa,0.0,8.0,0.0,1.0
2013,1,Sweida,0.0,3.0,0.0,0.0
2013,1,Tartous,0.0,0.0,0.0,0.0
2013,2,Aleppo,7.0,169.0,7.0,20.0
2013,2,Damascus,5.0,71.0,5.0,1.0
2013,2,Damascus Suburbs,16.0,155.0,7.0,17.0
2013,2,Daraa,2.0,38.0,3.0,3.0
2013,2,Deir Ezzor,2.0,51.0,1.0,1.0
2013,2,Hama,2.0,32.0,5.0,1.0
2013,2,Hasakeh,0.0,3.0,0.0,0.0
2013,2,Homs,2.0,30.0,8.0,7.0
2013,2,Idlib,10.0,103.0,3.0,1.0
2013,2,Lattakia,0.0,1.0,0.0,1.0
2013,2,Quneitra,0.0,1.0,0.0,1.0
2013,2,Raqqa,1.0,28.0,0.0,1.0
2013,2,Sweida,0.0,9.0,0.0,0.0
2013,2,Tartous,0.0,0.0,0.0,0.0
2013,3,Aleppo,34.0,248.0,21.0,37.0
2013,3,Damascus,7.0,65.0,1.0,5.0
2013,3,Damascus Suburbs,36.0,327.0,42.0,37.0
2013,3,Daraa,11.0,103.0,1.0,6.0
2013,3,Deir Ezzor,2.0,44.0,0.0,2.0
2013,3,Hama,7.0,75.0,10.0,13.0
2013,3,Hasakeh,0.0,19.0,0.0,2.0
2013,3,Homs,61.0,166.0,7.0,40.0
2013,3,Idlib,16.0,91.0,15.0,13.0
2013,3,Lattakia,2.0,8.0,0.0,0.0
2013,3,Quneitra,0.0,10.0,0.0,0.0
2013,3,Raqqa,2.0,25.0,2.0,1.0
2013,3,Sweida,0.0,0.0,0.0,0.0
2013,3,Tartous,0.0,3.0,0.0,0.0
2013,4,Aleppo,19.0,138.0,18.0,22.0
2013,4,Damascus,3.0,39.0,1.0,1.0
2013,4,Damascus Suburbs,10.0,186.0,11.0,16.0
2013,4,Daraa,6.0,109.0,3.0,10.0
2013,4,Deir Ezzor,14.0,26.0,3.0,0.0
2013,4,Hama,9.0,41.0,5.0,5.0
2013,4,Hasakeh,4.0,5.0,1.0,1.0
2013,4,Homs,8.0,109.0,0.0,17.0
2013,4,Idlib,6.0,83.0,3.0,15.0
2013,4,Lattakia,2.0,9.0,0.0,0.0
2013,4,Quneitra,0.0,1.0,0.0,0.0
2013,4,Raqqa,0.0,6.0,1.0,2.0
2013,4,Sweida,0.0,0.0,0.0,0.0
2013,4,Tartous,0.0,0.0,0.0,0.0
2013,5,Aleppo,25.0,186.0,25.0,33.0
2013,5,Damascus,4.0,72.0,2.0,1.0
2013,5,Damascus Suburbs,5.0,226.0,6.0,15.0
2013,5,Daraa,1.0,60.0,2.0,4.0
2013,5,Deir Ezzor,2.0,36.0,0.0,2.0
2013,5,Hama,12.0,43.0,0.0,6.0
2013,5,Hasakeh,3.0,9.0,0.0,0.0
2013,5,Homs,7.0,78.0,4.0,15.0
2013,5,Idlib,6.0,83.0,7.0,7.0
2013,5,Lattakia,0.0,1.0,0.0,0.0
2013,5,Quneitra,0.0,4.0,0.0,0.0
2013,5,Raqqa,0.0,11.0,0.0,0.0
2013,5,Sweida,0.0,0.0,0.0,0.0
2013,5,Tartous,0.0,2.0,0.0,0.0
2013,6,Aleppo,15.0,277.0,18.0,23.0
2013,6,Damascus,11.0,105.0,4.0,10.0
2013,6,Damascus Suburbs,10.0,203.0,9.0,19.0
2013,6,Daraa,10.0,71.0,3.0,9.0
2013,6,Deir Ezzor,1.0,55.0,1.0,2.0
2013,6,Hama,25.0,97.0,2.0,2.0
2013,6,Hasakeh,0.0,0.0,0.0,0.0
2013,6,Homs,12.0,108.0,4.0,8.0
2013,6,Idlib,4.0,47.0,3.0,8.0
2013,6,Lattakia,1.0,2.0,0.0,0.0
2013,6,Quneitra,0.0,1.0,0.0,0.0
2013,6,Raqqa,0.0,6.0,0.0,1.0
2013,6,Sweida,0.0,2.0,0.0,0.0
2013,6,Tartous,0.0,0.0,0.0,0.0
2013,7,Aleppo,17.0,217.0,20.0,13.0
2013,7,Damascus,5.0,78.0,1.0,10.0
2013,7,Damascus Suburbs,10.0,138.0,7.0,14.0
2013,7,Daraa,5.0,87.0,4.0,5.0
2013,7,Deir Ezzor,0.0,95.0,0.0,3.0
2013,7,Hama,8.0,41.0,1.0,6.0
2013,7,Hasakeh,1.0,9.0,0.0,3.0
2013,7,Homs,15.0,96.0,5.0,18.0
2013,7,Idlib,10.0,67.0,8.0,12.0
2013,7,Lattakia,0.0,0.0,0.0,1.0
2013,7,Quneitra,0.0,2.0,0.0,0.0
2013,7,Raqqa,1.0,19.0,0.0,2.0
2013,7,Sweida,0.0,0.0,0.0,0.0
2013,7,Tartous,0.0,0.0,0.0,0.0
2013,8,Aleppo,38.0,187.0,48.0,75.0
2013,8,Damascus,10.0,120.0,1.0,4.0
2013,8,Damascus Suburbs,20.0,276.0,6.0,32.0
2013,8,Daraa,17.0,75.0,6.0,5.0
2013,8,Deir Ezzor,0.0,31.0,1.0,0.0
2013,8,Hama,0.0,34.0,2.0,4.0
2013,8,Hasakeh,1.0,7.0,0.0,5.0
2013,8,Homs,7.0,64.0,1.0,10.0
2013,8,Idlib,8.0,61.0,5.0,6.0
2013,8,Lattakia,0.0,0.0,0.0,0.0
2013,8,Quneitra,0.0,4.0,0.0,0.0
2013,8,Raqqa,0.0,21.0,0.0,4.0
2013,8,Sweida,0.0,0.0,0.0,1.0
2013,8,Tartous,0.0,0.0,0.0,0.0
2013,9,Aleppo,28.0,214.0,12.0,32.0
2013,9,Damascus,8.0,94.0,7.0,5.0
2013,9,Damascus Suburbs,22.0,185.0,8.0,20.0
2013,9,Daraa,5.0,81.0,1.0,4.0
2013,9,Deir Ezzor,0.0,44.0,0.0,2.0
2013,9,Hama,3.0,48.0,0.0,1.0
2013,9,Hasakeh,0.0,4.0,0.0,0.0
2013,9,Homs,11.0,64.0,5.0,4.0
2013,9,Idlib,10.0,47.0,6.0,5.0
2013,9,Lattakia,0.0,1.0,0.0,0.0
2013,9,Quneitra,0.0,4.0,0.0,0.0
2013,9,Raqqa,2.0,29.0,8.0,6.0
2013,9,Sweida,0.0,0.0,1.0,0.0
2013,9,Tartous,0.0,3.0,0.0,0.0
2013,10,Aleppo,6.0,166.0,3.0,26.0
2013,10,Damascus,13.0,81.0,3.0,6.0
2013,10,Damascus Suburbs,25.0,178.0,17.0,24.0
2013,10,Daraa,4.0,90.0,0.0,3.0
2013,10,Deir Ezzor,7.0,33.0,0.0,1.0
2013,10,Hama,2.0,55.0,0.0,4.0
2013,10,Hasakeh,0.0,10.0,0.0,0.0
2013,10,Homs,7.0,126.0,0.0,15.0
2013,10,Idlib,18.0,114.0,7.0,13.0
2013,10,Lattakia,0.0,6.0,0.0,1.0
2013,10,Quneitra,0.0,4.0,0.0,0.0
2013,10,Raqqa,3.0,71.0,2.0,1.0
2013,10,Sweida,0.0,0.0,0.0,0.0
2013,10,Tartous,0.0,0.0,0.0,0.0
2013,11,Aleppo,8.0,141.0,1.0,21.0
2013,11,Damascus,4.0,75.0,2.0,7.0
2013,11,Damascus Suburbs,15.0,208.0,9.0,19.0
2013,11,Daraa,9.0,98.0,3.0,11.0
2013,11,Deir Ezzor,9.0,57.0,1.0,2.0
2013,11,Hama,4.0,49.0,2.0,4.0
2013,11,Hasakeh,1.0,35.0,0.0,1.0
2013,11,Homs,21.0,115.0,1.0,4.0
2013,11,Idlib,3.0,54.0,4.0,5.0
2013,11,Lattakia,0.0,6.0,0.0,0.0
2013,11,Quneitra,1.0,3.0,0.0,0.0
2013,11,Raqqa,4.0,33.0,5.0,2.0
2013,11,Sweida,0.0,0.0,0.0,0.0
2013,11,Tartous,0.0,1.0,0.0,0.0
2013,12,Aleppo,30.0,146.0,14.0,55.0
2013,12,Damascus,7.0,132.0,2.0,2.0
2013,12,Damascus Suburbs,22.0,320.0,10.0,25.0
2013,12,Daraa,1.0,76.0,0.0,3.0
2013,12,Deir Ezzor,2.0,40.0,1.0,1.0
2013,12,Hama,5.0,49.0,3.0,3.0
2013,12,Hasakeh,1.0,4.0,0.0,0.0
2013,12,Homs,8.0,118.0,6.0,12.0
2013,12,Idlib,6.0,42.0,4.0,6.0
2013,12,Lattakia,2.0,2.0,0.0,0.0
2013,12,Quneitra,1.0,29.0,1.0,1.0
2013,12,Raqqa,1.0,6.0,2.0,0.0
2013,12,Sweida,1.0,1.0,0.0,0.0
2013,12,Tartous,0.0,0.0,0.0,0.0
2013,13,Aleppo,10.0,117.0,9.0,21.0
2013,13,Damascus,10.0,126.0,1.0,20.0
2013,13,Damascus Suburbs,26.0,242.0,11.0,25.0
2013,13,Daraa,9.0,101.0,1.0,12.0
2013,13,Deir Ezzor,0.0,66.0,0.0,4.0
2013,13,Hama,8.0,28.0,0.0,7.0
2013,13,Hasakeh,1.0,6.0,0.0,0.0
2013,13,Homs,36.0,142.0,9.0,7.0
2013,13,Idlib,8.0,69.0,5.0,3.0
2013,13,Lattakia,0.0,3.0,0.0,0.0
2013,13,Quneitra,0.0,15.0,1.0,0.0
2013,13,Raqqa,0.0,7.0,0.0,0.0
2013,13,Sweida,1.0,0.0,0.0,0.0
2013,13,Tartous,0.0,1.0,1.0,0.0
2013,14,Aleppo,14.0,188.0,13.0,34.0
2013,14,Damascus,19.0,82.0,3.0,8.0
2013,14,Damascus Suburbs,16.0,240.0,0.0,15.0
2013,14,Daraa,4.0,64.0,1.0,3.0
2013,14,Deir Ezzor,12.0,45.0,2.0,3.0
2013,14,Hama,10.0,38.0,0.0,9.0
2013,14,Hasakeh,0.0,4.0,1.0,0.0
2013,14,Homs,11.0,105.0,4.0,9.0
2013,14,Idlib,11.0,46.0,8.0,27.0
2013,14,Lattakia,0.0,6.0,0.0,0.0
2013,14,Quneitra,0.0,6.0,0.0,0.0
2013,14,Raqqa,0.0,6.0,0.0,0.0
2013,14,Sweida,0.0,1.0,0.0,0.0
2013,14,Tartous,0.0,0.0,0.0,0.0
2013,15,Aleppo,12.0,150.0,6.0,19.0
2013,15,Damascus,5.0,76.0,0.0,4.0
2013,15,Damascus Suburbs,15.0,171.0,4.0,8.0
2013,15,Daraa,21.0,107.0,9.0,2.0
2013,15,Deir Ezzor,1.0,34.0,0.0,0.0
2013,15,Hama,3.0,43.0,2.0,3.0
2013,15,Hasakeh,3.0,17.0,1.0,3.0
2013,15,Homs,4.0,146.0,10.0,10.0
2013,15,Idlib,2.0,110.0,2.0,6.0
2013,15,Lattakia,0.0,9.0,0.0,0.0
2013,15,Quneitra,0.0,9.0,0.0,0.0
2013,15,Raqqa,1.0,4.0,2.0,2.0
2013,15,Sweida,0.0,1.0,0.0,0.0
2013,15,Tartous,0.0,0.0,0.0,0.0
2013,16,Aleppo,6.0,173.0,12.0,26.0
2013,16,Damascus,3.0,62.0,1.0,3.0
2013,16,Damascus Suburbs,21.0,273.0,8.0,21.0
2013,16,Daraa,5.0,62.0,3.0,1.0
2013,16,Deir Ezzor,11.0,40.0,3.0,7.0
2013,16,Hama,4.0,26.0,0.0,3.0
2013,16,Hasakeh,0.0,1.0,0.0,0.0
2013,16,Homs,18.0,114.0,7.0,8.0
2013,16,Idlib,6.0,60.0,9.0,32.0
2013,16,Lattakia,0.0,2.0,0.0,0.0
2013,16,Quneitra,0.0,11.0,0.0,2.0
2013,16,Raqqa,0.0,16.0,0.0,2.0
2013,16,Sweida,0.0,2.0,0.0,0.0
2013,16,Tartous,0.0,0.0,0.0,0.0
2013,17,Aleppo,15.0,150.0,5.0,17.0
2013,17,Damascus,2.0,61.0,1.0,4.0
2013,17,Damascus Suburbs,17.0,305.0,4.0,9.0
2013,17,Daraa,6.0,87.0,4.0,11.0
2013,17,Deir Ezzor,5.0,37.0,3.0,4.0
2013,17,Hama,8.0,87.0,5.0,4.0
2013,17,Hasakeh,0.0,0.0,0.0,0.0
2013,17,Homs,8.0,126.0,4.0,7.0
